team,elo,event_wins,1_wins,2_wins,3_wins,num_seasons,event_wins_per_season
frc2067,1641,2,0,1,1,14,0.14285714285714285
frc2068,1487,0,0,0,0,14,0.0
frc2070,1463,0,0,0,0,12,0.0
frc2073,1725,1,0,1,0,14,0.07142857142857142
frc2075,1747,1,0,1,0,14,0.07142857142857142
frc2077,1610,0,0,0,0,14,0.0
frc2078,1438,0,0,0,0,13,0.0
frc2079,1418,0,0,0,0,14,0.0
frc2080,1537,0,0,0,0,14,0.0
frc2081,1548,1,1,0,0,14,0.07142857142857142
frc2083,1420,0,0,0,0,14,0.0
frc2084,1516,1,0,0,1,14,0.07142857142857142
frc2085,1581,0,0,0,0,14,0.0
frc2090,1511,0,0,0,0,14,0.0
frc2095,1539,0,0,0,0,6,0.0
frc2096,1595,0,0,0,0,5,0.0
frc2097,1591,0,0,0,0,2,0.0
frc2102,1700,3,1,1,1,14,0.21428571428571427
frc2106,1601,0,0,0,0,14,0.0
frc2122,1729,13,9,2,2,14,0.9285714285714286
frc2129,1448,0,0,0,0,14,0.0
frc2130,1631,2,0,1,1,14,0.14285714285714285
frc2135,1499,2,0,0,2,14,0.14285714285714285
frc2136,1385,0,0,0,0,14,0.0
frc2137,1613,6,1,4,0,14,0.42857142857142855
frc2141,1508,0,0,0,0,14,0.0
frc2143,1494,0,0,0,0,14,0.0
frc2144,1500,0,0,0,0,13,0.0
frc2145,1567,0,0,0,0,14,0.0
frc2147,1741,2,1,1,0,14,0.14285714285714285
frc2148,1528,0,0,0,0,13,0.0
frc2151,1354,0,0,0,0,14,0.0
frc2152,1681,0,0,0,0,14,0.0
frc2158,1574,0,0,0,0,14,0.0
frc2161,1492,0,0,0,0,14,0.0
frc2164,1486,0,0,0,0,14,0.0
frc2165,1510,1,0,1,0,14,0.07142857142857142
frc2168,1780,10,4,3,3,14,0.7142857142857143
frc2169,1543,4,1,2,1,14,0.2857142857142857
frc2170,1466,0,0,0,0,14,0.0
frc2171,1520,2,1,0,1,14,0.14285714285714285
frc2172,1458,0,0,0,0,14,0.0
frc2175,1665,4,3,0,1,14,0.2857142857142857
frc2177,1564,2,0,1,1,14,0.14285714285714285
frc2180,1488,1,0,0,1,14,0.07142857142857142
frc2181,1521,0,0,0,0,14,0.0
frc2183,1451,0,0,0,0,14,0.0
frc2186,1448,0,0,0,0,14,0.0
frc2187,1475,1,1,0,0,14,0.07142857142857142
frc2190,1477,0,0,0,0,14,0.0
frc2191,1529,0,0,0,0,14,0.0
frc2194,1653,4,0,0,4,14,0.2857142857142857
frc2197,1522,2,0,0,2,14,0.14285714285714285
frc2198,1455,1,0,0,1,12,0.08333333333333333
frc2199,1632,0,0,0,0,14,0.0
frc2200,1755,1,0,1,0,14,0.07142857142857142
frc2202,1564,2,0,1,1,14,0.14285714285714285
frc2204,1490,0,0,0,0,14,0.0
frc2207,1425,0,0,0,0,14,0.0
frc2212,1591,0,0,0,0,14,0.0
frc2220,1668,3,0,0,3,14,0.21428571428571427
frc2221,1422,0,0,0,0,14,0.0
frc2224,1460,0,0,0,0,14,0.0
frc2225,1495,1,0,0,1,14,0.07142857142857142
frc2227,1645,1,0,0,1,14,0.07142857142857142
frc2228,1621,0,0,0,0,14,0.0
frc2230,1575,3,0,2,1,14,0.21428571428571427
frc2231,1719,3,1,0,2,14,0.21428571428571427
frc2232,1475,0,0,0,0,13,0.0
frc2234,1481,1,0,0,1,14,0.07142857142857142
frc2239,1388,0,0,0,0,14,0.0
frc2240,1582,0,0,0,0,14,0.0
frc2246,1441,0,0,0,0,14,0.0
frc2252,1555,3,2,1,0,14,0.21428571428571427
frc2259,1388,1,1,0,0,14,0.07142857142857142
frc2261,1470,0,0,0,0,13,0.0
frc2262,1511,0,0,0,0,14,0.0
frc2264,1501,0,0,0,0,14,0.0
frc2265,1518,1,0,0,0,14,0.07142857142857142
frc2283,1567,4,0,3,1,14,0.2857142857142857
frc2333,1536,0,0,0,0,13,0.0
frc2335,1476,0,0,0,0,13,0.0
frc2337,1674,9,5,4,0,13,0.6923076923076923
frc2338,1689,2,1,1,0,13,0.15384615384615385
frc2339,1399,1,0,0,1,12,0.08333333333333333
frc2340,1452,0,0,0,0,13,0.0
frc2341,1614,0,0,0,0,13,0.0
frc2342,1507,0,0,0,0,13,0.0
frc2344,1488,2,0,2,0,12,0.16666666666666666
frc2345,1469,1,1,0,0,13,0.07692307692307693
frc2347,1485,0,0,0,0,13,0.0
frc2352,1541,1,1,0,0,13,0.07692307692307693
frc2353,1421,0,0,0,0,13,0.0
frc2354,1507,2,0,1,1,12,0.16666666666666666
frc2357,1460,0,0,0,0,13,0.0
frc2358,1594,0,0,0,0,13,0.0
frc2359,1482,0,0,0,0,13,0.0
frc2363,1659,7,1,5,0,13,0.5384615384615384
frc2367,1489,1,0,0,1,13,0.07692307692307693
frc2370,1635,2,0,1,1,13,0.15384615384615385
frc2373,1507,0,0,0,0,13,0.0
frc2374,1500,0,0,0,0,13,0.0
frc2375,1611,0,0,0,0,13,0.0
frc2377,1580,3,1,1,1,13,0.23076923076923078
frc2383,1728,2,0,1,1,13,0.15384615384615385
frc2386,1642,2,1,0,1,13,0.15384615384615385
frc2393,1580,0,0,0,0,13,0.0
frc2395,1498,1,0,1,0,13,0.07692307692307693
frc2398,1489,0,0,0,0,13,0.0
frc2399,1619,0,0,0,0,13,0.0
frc2403,1736,5,1,1,3,13,0.38461538461538464
frc2404,1443,0,0,0,0,13,0.0
frc2405,1592,1,0,0,1,13,0.07692307692307693
frc2408,1393,1,0,1,0,13,0.07692307692307693
frc2410,1686,2,1,1,0,13,0.15384615384615385
frc2411,1447,0,0,0,0,13,0.0
frc2412,1614,0,0,0,0,13,0.0
frc2415,1495,9,3,4,2,14,0.6428571428571429
frc2421,1460,1,0,0,1,13,0.07692307692307693
frc2423,1476,0,0,0,0,13,0.0
frc2424,1412,1,0,0,1,12,0.08333333333333333
frc2425,1432,0,0,0,0,12,0.0
frc2429,1461,0,0,0,0,13,0.0
frc2437,1460,0,0,0,0,13,0.0
frc2438,1607,1,0,1,0,13,0.07692307692307693
frc2439,1411,3,1,1,1,12,0.25
frc2441,1408,0,0,0,0,12,0.0
frc2443,1636,1,0,0,1,13,0.07692307692307693
frc2444,1545,1,0,0,1,13,0.07692307692307693
frc2445,1470,1,0,0,1,13,0.07692307692307693
frc2449,1526,0,0,0,0,13,0.0
frc2450,1441,0,0,0,0,13,0.0
frc2451,1655,9,1,8,0,8,1.125
frc2457,1530,1,1,0,0,13,0.07692307692307693
frc2458,1534,0,0,0,0,13,0.0
frc2461,1510,0,0,0,0,13,0.0
frc2465,1490,0,0,0,0,13,0.0
frc2468,1744,7,2,4,1,13,0.5384615384615384
frc2470,1413,1,0,0,1,13,0.07692307692307693
frc2471,1684,12,3,8,1,13,0.9230769230769231
frc2472,1508,0,0,0,0,13,0.0
frc2473,1491,1,0,0,1,13,0.07692307692307693
frc2474,1622,4,1,3,0,12,0.3333333333333333
frc2477,1388,0,0,0,0,13,0.0
frc2478,1778,2,0,1,1,9,0.2222222222222222
frc2480,1422,0,0,0,0,13,0.0
frc2481,1801,12,6,5,1,13,0.9230769230769231
frc2485,1591,2,1,1,0,13,0.15384615384615385
frc2486,1633,2,1,0,1,13,0.15384615384615385
frc2487,1497,1,1,0,0,13,0.07692307692307693
frc2489,1502,1,1,0,0,13,0.07692307692307693
frc2491,1482,1,0,0,1,13,0.07692307692307693
frc2493,1498,0,0,0,0,12,0.0
frc2495,1491,1,0,0,1,13,0.07692307692307693
frc2496,1422,0,0,0,0,13,0.0
frc2498,1469,0,0,0,0,13,0.0
frc2499,1495,0,0,0,0,13,0.0
frc2500,1598,0,0,0,0,13,0.0
frc2501,1479,1,0,0,1,13,0.07692307692307693
frc2502,1617,3,0,2,1,13,0.23076923076923078
frc2503,1503,0,0,0,0,13,0.0
frc2504,1407,0,0,0,0,12,0.0
frc2506,1492,1,0,1,0,13,0.07692307692307693
frc2508,1506,0,0,0,0,13,0.0
frc2509,1521,2,1,1,0,13,0.15384615384615385
frc2511,1487,0,0,0,0,13,0.0
frc2512,1534,4,1,1,1,13,0.3076923076923077
frc2513,1373,0,0,0,0,13,0.0
frc2515,1406,0,0,0,0,13,0.0
frc2518,1494,1,0,0,1,13,0.07692307692307693
frc2521,1641,0,0,0,0,13,0.0
frc2522,1653,4,3,1,0,13,0.3076923076923077
frc2523,1595,1,0,0,1,12,0.08333333333333333
frc2525,1353,0,0,0,0,13,0.0
frc2526,1617,2,1,0,0,13,0.15384615384615385
frc2529,1382,0,0,0,0,12,0.0
frc2530,1523,1,0,0,1,13,0.07692307692307693
frc2531,1442,0,0,0,0,13,0.0
frc2532,1465,0,0,0,0,13,0.0
frc2534,1724,3,0,0,3,13,0.23076923076923078
frc2537,1592,2,1,0,0,13,0.15384615384615385
frc2538,1415,0,0,0,0,13,0.0
frc2539,1741,0,0,0,0,13,0.0
frc2543,1578,3,0,0,3,13,0.23076923076923078
frc2544,1465,0,0,0,0,13,0.0
frc2549,1611,3,0,0,3,13,0.23076923076923078
frc2550,1549,2,1,1,0,13,0.15384615384615385
frc2551,1587,0,0,0,0,13,0.0
frc2554,1516,0,0,0,0,13,0.0
frc2556,1617,1,1,0,0,13,0.07692307692307693
frc2557,1627,3,1,2,0,13,0.23076923076923078
frc2559,1565,2,1,0,1,13,0.15384615384615385
frc2560,1523,0,0,0,0,13,0.0
frc2574,1538,1,0,1,0,13,0.07692307692307693
frc2576,1630,1,1,0,0,13,0.07692307692307693
frc2577,1617,1,0,0,1,13,0.07692307692307693
frc2579,1511,0,0,0,0,13,0.0
frc2582,1656,0,0,0,0,13,0.0
frc2583,1498,0,0,0,0,13,0.0
frc2584,1533,1,0,0,1,8,0.125
frc2585,1493,1,0,0,1,13,0.07692307692307693
frc2586,1526,4,1,0,3,13,0.3076923076923077
frc2587,1552,1,1,0,0,13,0.07692307692307693
frc2590,1662,16,8,7,1,13,1.2307692307692308
frc2591,1486,0,0,0,0,13,0.0
frc2594,1535,0,0,0,0,13,0.0
frc2600,1542,1,0,0,1,13,0.07692307692307693
frc2601,1571,1,1,0,0,13,0.07692307692307693
frc2603,1458,0,0,0,0,13,0.0
frc2604,1464,1,0,0,1,13,0.07692307692307693
frc2605,1504,0,0,0,0,13,0.0
frc2606,1457,0,0,0,0,13,0.0
frc2607,1694,6,3,2,0,13,0.46153846153846156
frc2609,1549,1,1,0,0,11,0.09090909090909091
frc2611,1650,0,0,0,0,13,0.0
frc2612,1529,1,0,0,1,13,0.07692307692307693
frc2613,1567,1,0,0,1,13,0.07692307692307693
frc2614,1591,6,2,3,1,13,0.46153846153846156
frc2619,1628,5,2,1,2,13,0.38461538461538464
frc2620,1575,1,1,0,0,13,0.07692307692307693
frc2626,1525,0,0,0,0,13,0.0
frc2630,1634,3,0,2,1,13,0.23076923076923078
frc2632,1477,0,0,0,0,12,0.0
frc2634,1587,1,0,0,1,13,0.07692307692307693
frc2635,1483,2,2,0,0,13,0.15384615384615385
frc2637,1461,1,0,0,1,13,0.07692307692307693
frc2638,1651,2,1,1,0,13,0.15384615384615385
frc2640,1542,1,0,1,0,13,0.07692307692307693
frc2641,1618,0,0,0,0,13,0.0
frc2642,1675,6,2,4,0,13,0.46153846153846156
frc2643,1470,0,0,0,0,13,0.0
frc2647,1450,0,0,0,0,13,0.0
frc2648,1571,2,1,0,1,13,0.15384615384615385
frc2654,1405,0,0,0,0,13,0.0
frc2655,1643,5,3,1,1,13,0.38461538461538464
frc2656,1486,0,0,0,0,13,0.0
frc2657,1513,0,0,0,0,13,0.0
frc2658,1648,1,0,0,1,13,0.07692307692307693
frc2659,1634,2,1,0,1,12,0.16666666666666666
frc2662,1453,1,0,0,1,13,0.07692307692307693
frc2667,1445,1,0,0,1,13,0.07692307692307693
frc2673,1541,0,0,0,0,13,0.0
frc2676,1461,2,1,0,1,13,0.15384615384615385
frc2679,1504,0,0,0,0,12,0.0
frc2682,1584,0,0,0,0,6,0.0
frc2702,1619,1,0,1,0,12,0.08333333333333333
frc2704,1445,0,0,0,0,11,0.0
frc2706,1603,0,0,0,0,5,0.0
frc2707,1407,0,0,0,0,5,0.0
frc2708,1464,2,0,0,2,4,0.5
frc2709,1366,1,1,0,0,11,0.09090909090909091
frc2710,1517,0,0,0,0,3,0.0
frc2712,1481,0,0,0,0,2,0.0
frc2713,1420,0,0,0,0,12,0.0
frc2714,1595,0,0,0,0,2,0.0
frc2721,1401,0,0,0,0,11,0.0
frc2723,1591,0,0,0,0,12,0.0
frc2725,1400,0,0,0,0,12,0.0
frc2729,1632,2,0,1,1,12,0.16666666666666666
frc2733,1683,0,0,0,0,12,0.0
frc2765,1559,0,0,0,0,11,0.0
frc2767,1817,12,8,4,0,12,1.0
frc2771,1638,2,0,2,0,12,0.16666666666666666
frc2773,1454,0,0,0,0,12,0.0
frc2783,1551,0,0,0,0,12,0.0
frc2785,1422,0,0,0,0,12,0.0
frc2789,1463,3,2,0,1,12,0.25
frc2791,1744,2,1,1,0,12,0.16666666666666666
frc2795,1481,0,0,0,0,11,0.0
frc2797,1421,0,0,0,0,12,0.0
frc2805,1463,0,0,0,0,12,0.0
frc2811,1565,4,1,2,1,12,0.3333333333333333
frc2813,1422,0,0,0,0,13,0.0
frc2815,1486,3,1,0,2,12,0.25
frc2819,1488,0,0,0,0,12,0.0
frc2823,1568,0,0,0,0,12,0.0
frc2825,1389,0,0,0,0,12,0.0
frc2826,1695,7,3,3,1,12,0.5833333333333334
frc2827,1431,0,0,0,0,12,0.0
frc2830,1530,2,0,0,2,12,0.16666666666666666
frc2832,1582,2,0,1,1,12,0.16666666666666666
frc2834,1745,8,2,5,1,12,0.6666666666666666
frc2836,1585,0,0,0,0,12,0.0
frc2839,1593,1,0,0,1,12,0.08333333333333333
frc2840,1482,1,0,0,1,12,0.08333333333333333
frc2844,1363,1,1,0,0,10,0.1
frc2846,1488,0,0,0,0,12,0.0
frc2847,1449,0,0,0,0,12,0.0
frc2848,1559,6,2,3,1,12,0.5
frc2849,1553,0,0,0,0,12,0.0
frc2851,1793,2,0,1,1,12,0.16666666666666666
frc2852,1562,1,0,1,0,12,0.08333333333333333
frc2853,1573,0,0,0,0,12,0.0
frc2854,1452,0,0,0,0,12,0.0
frc2855,1426,0,0,0,0,11,0.0
frc2856,1500,0,0,0,0,12,0.0
frc2861,1451,0,0,0,0,12,0.0
frc2867,1572,0,0,0,0,12,0.0
frc2869,1482,1,0,0,1,12,0.08333333333333333
frc2872,1454,0,0,0,0,12,0.0
frc2875,1533,0,0,0,0,12,0.0
frc2876,1515,0,0,0,0,12,0.0
frc2877,1634,1,0,0,1,12,0.08333333333333333
frc2879,1405,0,0,0,0,12,0.0
frc2881,1633,0,0,0,0,12,0.0
frc2882,1474,0,0,0,0,12,0.0
frc2883,1592,1,1,0,0,12,0.08333333333333333
frc2890,1456,0,0,0,0,12,0.0
frc2895,1358,0,0,0,0,12,0.0
frc2896,1459,1,0,0,1,11,0.09090909090909091
frc2898,1511,0,0,0,0,8,0.0
frc2900,1458,0,0,0,0,12,0.0
frc2903,1495,2,0,0,1,12,0.16666666666666666
frc2905,1495,0,0,0,0,12,0.0
frc2906,1468,0,0,0,0,12,0.0
frc2907,1588,4,0,0,3,12,0.3333333333333333
frc2909,1458,0,0,0,0,10,0.0
frc2910,1944,3,2,1,0,12,0.25
frc2912,1589,1,0,0,1,12,0.08333333333333333
frc2914,1527,1,0,0,1,12,0.08333333333333333
frc2915,1540,1,0,0,1,12,0.08333333333333333
frc2926,1512,0,0,0,0,11,0.0
frc2927,1462,0,0,0,0,11,0.0
frc2928,1663,6,1,1,4,12,0.5
frc2929,1440,0,0,0,0,12,0.0
frc2930,1730,2,0,1,1,12,0.16666666666666666
frc2935,1522,1,0,0,1,12,0.08333333333333333
frc2944,1464,0,0,0,0,12,0.0
frc2945,1491,0,0,0,0,12,0.0
frc2950,1376,0,0,0,0,12,0.0
frc2957,1471,0,0,0,0,12,0.0
frc2959,1548,2,0,1,1,12,0.16666666666666666
frc2960,1719,3,1,1,1,12,0.25
frc2961,1395,0,0,0,0,12,0.0
frc2966,1481,0,0,0,0,11,0.0
frc2969,1371,0,0,0,0,12,0.0
frc2972,1605,1,0,0,1,12,0.08333333333333333
frc2973,1474,0,0,0,0,12,0.0
frc2974,1758,8,3,4,1,13,0.6153846153846154
frc2976,1664,3,0,0,2,12,0.25
frc2977,1494,0,0,0,0,12,0.0
frc2978,1509,0,0,0,0,12,0.0
frc2980,1491,0,0,0,0,12,0.0
frc2984,1547,1,0,0,1,12,0.08333333333333333
frc2986,1379,0,0,0,0,11,0.0
frc2987,1594,0,0,0,0,12,0.0
frc2988,1547,0,0,0,0,12,0.0
frc2989,1482,0,0,0,0,12,0.0
frc2990,1805,4,0,2,1,12,0.3333333333333333
frc2992,1632,1,1,0,0,12,0.08333333333333333
frc2993,1486,0,0,0,0,12,0.0
frc2994,1575,0,0,0,0,12,0.0
frc2996,1685,3,0,2,1,12,0.25
frc2998,1650,0,0,0,0,12,0.0
frc3003,1648,1,1,0,0,12,0.08333333333333333
frc3004,1381,0,0,0,0,10,0.0
frc3005,1655,1,0,1,0,12,0.08333333333333333
frc3006,1452,1,0,0,1,12,0.08333333333333333
frc3007,1532,0,0,0,0,12,0.0
frc3008,1539,2,1,0,1,12,0.16666666666666666
frc3009,1564,0,0,0,0,12,0.0
frc3010,1557,2,0,0,2,11,0.18181818181818182
frc3011,1445,0,0,0,0,12,0.0
frc3015,1758,6,1,4,1,12,0.5
frc3017,1432,0,0,0,0,11,0.0
frc3018,1466,3,1,0,2,12,0.25
frc3019,1574,0,0,0,0,12,0.0
frc3021,1444,1,1,0,0,12,0.08333333333333333
frc3023,1382,0,0,0,0,12,0.0
frc3024,1454,1,1,0,0,12,0.08333333333333333
frc3026,1431,0,0,0,0,12,0.0
frc3028,1396,0,0,0,0,10,0.0
frc3029,1400,0,0,0,0,12,0.0
frc3034,1589,0,0,0,0,10,0.0
frc3035,1564,0,0,0,0,12,0.0
frc3036,1431,0,0,0,0,11,0.0
frc3037,1407,1,0,0,1,12,0.08333333333333333
frc3038,1522,1,0,0,1,12,0.08333333333333333
frc3039,1641,1,0,1,0,12,0.08333333333333333
frc3042,1642,2,0,1,1,12,0.16666666666666666
frc3044,1593,1,0,1,0,12,0.08333333333333333
frc3045,1465,0,0,0,0,12,0.0
frc3049,1541,1,0,0,1,12,0.08333333333333333
frc3054,1359,0,0,0,0,12,0.0
frc3055,1429,0,0,0,0,12,0.0
frc3058,1496,0,0,0,0,12,0.0
frc3061,1644,1,0,1,0,12,0.08333333333333333
frc3062,1471,0,0,0,0,12,0.0
frc3065,1536,1,0,0,1,12,0.08333333333333333
frc3067,1417,0,0,0,0,12,0.0
frc3070,1490,0,0,0,0,12,0.0
frc3072,1582,0,0,0,0,12,0.0
frc3075,1599,4,0,1,1,12,0.3333333333333333
frc3081,1497,1,0,0,1,11,0.09090909090909091
frc3082,1532,0,0,0,0,12,0.0
frc3083,1484,0,0,0,0,12,0.0
frc3090,1487,0,0,0,0,12,0.0
frc3091,1391,1,0,0,1,12,0.08333333333333333
frc3096,1404,1,0,0,1,12,0.08333333333333333
frc3098,1486,6,1,3,2,12,0.5
frc3100,1586,0,0,0,0,12,0.0
frc3102,1588,1,1,0,0,12,0.08333333333333333
frc3103,1491,0,0,0,0,12,0.0
frc3110,1352,0,0,0,0,12,0.0
frc3117,1512,0,0,0,0,12,0.0
frc3122,1491,0,0,0,0,12,0.0
frc3128,1724,0,0,0,0,11,0.0
frc3130,1606,5,2,3,0,11,0.45454545454545453
frc3131,1509,0,0,0,0,11,0.0
frc3132,1630,4,2,2,0,11,0.36363636363636365
frc3133,1449,0,0,0,0,10,0.0
frc3134,1443,0,0,0,0,7,0.0
frc3136,1474,0,0,0,0,11,0.0
frc3137,1508,2,0,1,1,11,0.18181818181818182
frc3138,1539,2,0,1,1,11,0.18181818181818182
frc3139,1425,0,0,0,0,10,0.0
frc3140,1534,2,0,0,1,11,0.18181818181818182
frc3142,1576,0,0,0,0,11,0.0
frc3145,1499,1,0,0,1,11,0.09090909090909091
frc3146,1629,1,1,0,0,11,0.09090909090909091
frc3147,1518,1,1,0,0,11,0.09090909090909091
frc3151,1482,0,0,0,0,11,0.0
frc3152,1396,0,0,0,0,11,0.0
frc3157,1556,0,0,0,0,11,0.0
frc3158,1605,3,2,1,0,11,0.2727272727272727
frc3160,1549,1,0,0,1,11,0.09090909090909091
frc3161,1492,0,0,0,0,11,0.0
frc3163,1431,0,0,0,0,11,0.0
frc3164,1546,0,0,0,0,11,0.0
frc3171,1601,2,2,0,0,11,0.18181818181818182
frc3172,1459,0,0,0,0,11,0.0
frc3173,1481,0,0,0,0,11,0.0
frc3175,1602,3,1,0,2,11,0.2727272727272727
frc3176,1552,1,0,0,1,11,0.09090909090909091
frc3179,1502,0,0,0,0,11,0.0
frc3180,1477,0,0,0,0,11,0.0
frc3181,1412,0,0,0,0,11,0.0
frc3182,1519,0,0,0,0,11,0.0
frc3184,1593,1,0,0,1,11,0.09090909090909091
frc3187,1497,0,0,0,0,11,0.0
frc3189,1434,2,1,1,0,11,0.18181818181818182
frc3192,1471,0,0,0,0,8,0.0
frc3193,1533,1,0,0,1,11,0.09090909090909091
frc3196,1677,1,0,1,0,11,0.09090909090909091
frc3197,1618,0,0,0,0,11,0.0
frc3200,1508,0,0,0,0,11,0.0
frc3201,1537,0,0,0,0,11,0.0
frc3202,1429,0,0,0,0,11,0.0
frc3204,1393,1,0,0,1,11,0.09090909090909091
frc3205,1541,1,0,0,1,11,0.09090909090909091
frc3206,1588,0,0,0,0,11,0.0
frc3211,1642,1,0,1,0,11,0.09090909090909091
frc3212,1493,0,0,0,0,11,0.0
frc3215,1365,0,0,0,0,10,0.0
frc3216,1498,0,0,0,0,11,0.0
frc3218,1599,0,0,0,0,11,0.0
frc3219,1481,1,0,0,1,11,0.09090909090909091
frc3220,1519,0,0,0,0,10,0.0
frc3223,1579,1,0,0,1,11,0.09090909090909091
frc3225,1409,0,0,0,0,11,0.0
frc3229,1582,2,0,0,2,11,0.18181818181818182
frc3230,1660,3,1,0,2,11,0.2727272727272727
frc3234,1422,1,0,1,0,11,0.09090909090909091
frc3236,1636,0,0,0,0,10,0.0
frc3237,1437,1,0,1,0,10,0.1
frc3238,1569,4,0,2,2,11,0.36363636363636365
frc3239,1509,2,1,0,1,11,0.18181818181818182
frc3240,1501,0,0,0,0,11,0.0
frc3242,1457,0,0,0,0,11,0.0
frc3243,1516,0,0,0,0,11,0.0
frc3244,1591,1,1,0,0,11,0.09090909090909091
frc3245,1529,4,1,2,1,11,0.36363636363636365
frc3247,1539,0,0,0,0,11,0.0
frc3250,1532,0,0,0,0,11,0.0
frc3255,1626,3,1,2,0,11,0.2727272727272727
frc3256,1502,1,0,0,1,11,0.09090909090909091
frc3257,1463,0,0,0,0,11,0.0
frc3258,1522,0,0,0,0,11,0.0
frc3260,1460,1,1,0,0,11,0.09090909090909091
frc3266,1500,1,0,0,1,11,0.09090909090909091
frc3267,1488,0,0,0,0,11,0.0
frc3268,1567,0,0,0,0,11,0.0
frc3274,1462,1,0,1,0,11,0.09090909090909091
frc3275,1467,0,0,0,0,11,0.0
frc3276,1549,1,0,1,0,11,0.09090909090909091
frc3277,1447,1,0,0,1,11,0.09090909090909091
frc3278,1441,1,1,0,0,11,0.09090909090909091
frc3282,1433,0,0,0,0,11,0.0
frc3284,1667,5,1,2,2,11,0.45454545454545453
frc3288,1441,0,0,0,0,11,0.0
frc3289,1511,0,0,0,0,11,0.0
frc3291,1473,0,0,0,0,9,0.0
frc3292,1423,0,0,0,0,10,0.0
frc3293,1576,0,0,0,0,11,0.0
frc3294,1468,0,0,0,0,11,0.0
frc3295,1408,0,0,0,0,11,0.0
frc3297,1433,0,0,0,0,11,0.0
frc3298,1477,0,0,0,0,11,0.0
frc3299,1488,0,0,0,0,11,0.0
frc3300,1397,0,0,0,0,11,0.0
frc3302,1570,0,0,0,0,11,0.0
frc3303,1506,0,0,0,0,11,0.0
frc3309,1734,4,2,2,0,11,0.36363636363636365
frc3310,1781,11,6,5,0,11,1.0
frc3313,1613,1,0,1,0,11,0.09090909090909091
frc3314,1679,2,0,1,1,11,0.18181818181818182
frc3316,1572,2,2,0,0,11,0.18181818181818182
frc3319,1509,0,0,0,0,11,0.0
frc3322,1552,1,0,1,0,11,0.09090909090909091
frc3323,1419,1,0,0,1,11,0.09090909090909091
frc3324,1665,0,0,0,0,11,0.0
frc3328,1461,0,0,0,0,11,0.0
frc3329,1531,1,0,1,0,11,0.09090909090909091
frc3330,1527,0,0,0,0,11,0.0
frc3335,1495,0,0,0,0,11,0.0
frc3336,1542,0,0,0,0,11,0.0
frc3337,1470,1,0,0,1,10,0.1
frc3339,1613,5,2,3,0,11,0.45454545454545453
frc3340,1550,2,1,0,1,11,0.18181818181818182
frc3341,1543,0,0,0,0,11,0.0
frc3344,1461,0,0,0,0,11,0.0
frc3345,1478,0,0,0,0,10,0.0
frc3352,1553,2,0,0,2,11,0.18181818181818182
frc3354,1451,0,0,0,0,11,0.0
frc3355,1434,0,0,0,0,11,0.0
frc3357,1696,11,6,3,2,11,1.0
frc3359,1548,1,0,0,1,11,0.09090909090909091
frc3360,1599,2,1,1,0,11,0.18181818181818182
frc3361,1545,0,0,0,0,10,0.0
frc3366,1476,0,0,0,0,11,0.0
frc3370,1396,0,0,0,0,11,0.0
frc3373,1487,0,0,0,0,11,0.0
frc3374,1538,1,0,0,0,11,0.09090909090909091
frc3379,1478,0,0,0,0,11,0.0
frc3381,1462,0,0,0,0,11,0.0
frc3386,1673,1,0,0,1,11,0.09090909090909091
frc3388,1551,0,0,0,0,11,0.0
frc3389,1517,0,0,0,0,11,0.0
frc3390,1506,0,0,0,0,10,0.0
frc3393,1530,1,1,0,0,11,0.09090909090909091
frc3397,1517,2,0,0,2,11,0.18181818181818182
frc3405,1496,1,0,0,1,10,0.1
frc3407,1432,0,0,0,0,11,0.0
frc3408,1505,0,0,0,0,11,0.0
frc3410,1515,0,0,0,0,11,0.0
frc3414,1663,2,1,1,0,11,0.18181818181818182
frc3418,1497,0,0,0,0,11,0.0
frc3419,1508,3,1,1,0,11,0.2727272727272727
frc3451,1567,0,0,0,0,10,0.0
frc3452,1757,5,3,2,0,10,0.5
frc3454,1376,0,0,0,0,10,0.0
frc3455,1556,0,0,0,0,9,0.0
frc3457,1445,0,0,0,0,10,0.0
frc3458,1529,0,0,0,0,10,0.0
frc3459,1522,0,0,0,0,10,0.0
frc3461,1622,2,0,0,2,10,0.2
frc3464,1623,1,0,0,1,10,0.1
frc3465,1446,0,0,0,0,10,0.0
frc3467,1595,4,0,3,0,10,0.4
frc3468,1431,0,0,0,0,10,0.0
frc3472,1504,0,0,0,0,10,0.0
frc3473,1586,2,0,1,1,9,0.2222222222222222
frc3476,1622,6,2,3,1,10,0.6
frc3478,1707,2,2,0,0,10,0.2
frc3480,1587,1,0,1,0,10,0.1
frc3481,1514,2,0,1,1,10,0.2
frc3482,1534,0,0,0,0,10,0.0
frc3484,1521,0,0,0,0,10,0.0
frc3487,1488,0,0,0,0,10,0.0
frc3488,1555,0,0,0,0,10,0.0
frc3489,1631,1,0,1,0,10,0.1
frc3490,1622,1,0,0,1,10,0.1
frc3491,1453,0,0,0,0,10,0.0
frc3492,1535,2,0,0,2,10,0.2
frc3494,1601,2,0,0,2,10,0.2
frc3495,1566,0,0,0,0,10,0.0
frc3501,1454,0,0,0,0,10,0.0
frc3504,1546,0,0,0,0,10,0.0
frc3506,1566,3,1,1,1,10,0.3
frc3507,1482,0,0,0,0,10,0.0
frc3510,1395,0,0,0,0,10,0.0
frc3512,1634,2,1,0,1,10,0.2
