team,elo,event_wins,1_wins,2_wins,3_wins,num_seasons,event_wins_per_season
frc3515,1455,0,0,0,0,10,0.0
frc3522,1584,0,0,0,0,9,0.0
frc3525,1501,0,0,0,0,10,0.0
frc3526,1494,1,0,1,0,9,0.1111111111111111
frc3527,1428,1,0,0,1,10,0.1
frc3532,1409,0,0,0,0,10,0.0
frc3533,1387,1,0,0,1,10,0.1
frc3534,1627,1,0,1,0,10,0.1
frc3535,1636,1,1,0,0,10,0.1
frc3536,1636,2,0,2,0,10,0.2
frc3537,1589,0,0,0,0,10,0.0
frc3538,1921,5,3,1,1,9,0.5555555555555556
frc3539,1589,2,1,1,0,10,0.2
frc3542,1700,0,0,0,0,10,0.0
frc3543,1442,0,0,0,0,10,0.0
frc3544,1547,0,0,0,0,10,0.0
frc3545,1430,0,0,0,0,10,0.0
frc3546,1622,3,1,1,1,10,0.3
frc3547,1677,1,1,0,0,10,0.1
frc3550,1495,1,0,0,1,10,0.1
frc3555,1716,0,0,0,0,10,0.0
frc3556,1522,0,0,0,0,10,0.0
frc3559,1491,0,0,0,0,10,0.0
frc3561,1437,0,0,0,0,9,0.0
frc3562,1410,1,0,0,1,8,0.125
frc3566,1593,0,0,0,0,10,0.0
frc3568,1508,0,0,0,0,10,0.0
frc3570,1495,0,0,0,0,10,0.0
frc3571,1438,0,0,0,0,10,0.0
frc3572,1725,0,0,0,0,10,0.0
frc3574,1547,0,0,0,0,10,0.0
frc3577,1437,0,0,0,0,10,0.0
frc3581,1552,0,0,0,0,10,0.0
frc3588,1645,1,0,1,0,10,0.1
frc3591,1429,0,0,0,0,10,0.0
frc3593,1510,1,0,0,0,10,0.1
frc3596,1440,0,0,0,0,10,0.0
frc3597,1517,0,0,0,0,10,0.0
frc3598,1593,0,0,0,0,10,0.0
frc3602,1543,3,0,3,0,10,0.3
frc3603,1584,0,0,0,0,10,0.0
frc3604,1720,4,2,2,0,10,0.4
frc3606,1498,0,0,0,0,10,0.0
frc3609,1469,1,1,0,0,9,0.1111111111111111
frc3610,1377,0,0,0,0,10,0.0
frc3612,1469,1,1,0,0,9,0.1111111111111111
frc3616,1642,2,1,0,1,10,0.2
frc3617,1460,2,0,0,2,10,0.2
frc3618,1517,0,0,0,0,10,0.0
frc3619,1447,0,0,0,0,10,0.0
frc3620,1694,5,3,1,1,10,0.5
frc3623,1488,2,1,0,1,10,0.2
frc3624,1491,0,0,0,0,10,0.0
frc3627,1508,1,0,0,1,10,0.1
frc3630,1621,0,0,0,0,10,0.0
frc3632,1348,0,0,0,0,10,0.0
frc3633,1490,0,0,0,0,10,0.0
frc3634,1480,0,0,0,0,10,0.0
frc3635,1677,0,0,0,0,10,0.0
frc3636,1610,0,0,0,0,10,0.0
frc3637,1645,0,0,0,0,10,0.0
frc3641,1767,2,0,1,1,10,0.2
frc3646,1558,1,1,0,0,10,0.1
frc3647,1719,0,0,0,0,10,0.0
frc3648,1471,1,0,0,1,10,0.1
frc3650,1481,0,0,0,0,10,0.0
frc3651,1433,0,0,0,0,9,0.0
frc3653,1574,2,1,0,1,10,0.2
frc3654,1533,1,0,1,0,10,0.1
frc3655,1603,1,0,0,1,10,0.1
frc3656,1645,3,2,1,0,10,0.3
frc3658,1528,0,0,0,0,10,0.0
frc3661,1396,1,0,0,1,10,0.1
frc3663,1667,2,0,2,0,10,0.2
frc3667,1692,1,0,1,0,10,0.1
frc3668,1584,0,0,0,0,10,0.0
frc3669,1486,0,0,0,0,10,0.0
frc3673,1436,0,0,0,0,10,0.0
frc3674,1762,2,0,1,1,10,0.2
frc3676,1637,0,0,0,0,10,0.0
frc3679,1612,0,0,0,0,10,0.0
frc3680,1542,1,0,0,1,10,0.1
frc3681,1491,0,0,0,0,8,0.0
frc3683,1790,3,1,2,0,10,0.3
frc3684,1462,0,0,0,0,8,0.0
frc3688,1628,1,1,0,0,10,0.1
frc3691,1525,0,0,0,0,10,0.0
frc3692,1504,1,1,0,0,10,0.1
frc3693,1453,0,0,0,0,10,0.0
frc3695,1656,0,0,0,0,10,0.0
frc3704,1485,1,0,0,1,10,0.1
frc3707,1851,5,3,1,1,10,0.5
frc3711,1614,3,1,0,2,10,0.3
frc3712,1384,0,0,0,0,10,0.0
frc3714,1387,0,0,0,0,9,0.0
frc3719,1563,1,0,0,0,10,0.1
frc3721,1559,0,0,0,0,10,0.0
frc3723,1382,0,0,0,0,10,0.0
frc3728,1388,1,0,0,1,9,0.1111111111111111
frc3729,1485,0,0,0,0,10,0.0
frc3734,1474,0,0,0,0,10,0.0
frc3735,1611,1,0,0,1,10,0.1
frc3737,1643,1,1,0,0,10,0.1
frc3739,1529,0,0,0,0,8,0.0
frc3740,1465,0,0,0,0,10,0.0
frc3743,1540,0,0,0,0,10,0.0
frc3745,1398,0,0,0,0,10,0.0
frc3748,1575,0,0,0,0,10,0.0
frc3749,1532,0,0,0,0,10,0.0
frc3750,1671,0,0,0,0,10,0.0
frc3751,1467,0,0,0,0,10,0.0
frc3753,1486,1,1,0,0,10,0.1
frc3754,1421,0,0,0,0,10,0.0
frc3755,1517,0,0,0,0,10,0.0
frc3756,1461,1,0,0,1,10,0.1
frc3759,1505,0,0,0,0,10,0.0
frc3760,1426,0,0,0,0,10,0.0
frc3767,1586,1,0,1,0,10,0.1
frc3770,1604,2,0,2,0,10,0.2
frc3773,1477,1,0,1,0,10,0.1
frc3777,1562,0,0,0,0,10,0.0
frc3786,1418,2,0,0,2,10,0.2
frc3792,1506,1,0,1,0,10,0.1
frc3793,1639,0,0,0,0,10,0.0
frc3794,1462,1,1,0,0,10,0.1
frc3796,1435,0,0,0,0,10,0.0
frc3799,1507,1,0,0,1,10,0.1
frc3800,1386,0,0,0,0,10,0.0
frc3802,1600,0,0,0,0,10,0.0
frc3807,1447,1,0,0,1,10,0.1
frc3812,1524,0,0,0,0,10,0.0
frc3814,1540,0,0,0,0,10,0.0
frc3815,1486,0,0,0,0,10,0.0
frc3821,1452,0,0,0,0,10,0.0
frc3822,1459,0,0,0,0,10,0.0
frc3824,1597,6,5,0,1,10,0.6
frc3826,1640,1,0,0,1,10,0.1
frc3834,1510,1,0,0,0,10,0.1
frc3835,1522,0,0,0,0,10,0.0
frc3838,1554,0,0,0,0,10,0.0
frc3839,1442,0,0,0,0,10,0.0
frc3843,1434,1,0,1,0,10,0.1
frc3844,1517,1,0,0,1,10,0.1
frc3847,1716,1,1,0,0,10,0.1
frc3848,1519,0,0,0,0,10,0.0
frc3853,1459,1,0,0,1,10,0.1
frc3859,1602,0,0,0,0,10,0.0
frc3863,1543,0,0,0,0,10,0.0
frc3865,1470,1,0,0,1,10,0.1
frc3871,1407,0,0,0,0,10,0.0
frc3875,1580,0,0,0,0,10,0.0
frc3876,1493,0,0,0,0,10,0.0
frc3878,1464,0,0,0,0,9,0.0
frc3880,1502,2,0,0,2,10,0.2
frc3881,1528,0,0,0,0,9,0.0
frc3882,1564,0,0,0,0,10,0.0
frc3883,1530,0,0,0,0,10,0.0
frc3889,1462,0,0,0,0,2,0.0
frc3925,1539,3,0,1,2,9,0.3333333333333333
frc3926,1548,0,0,0,0,9,0.0
frc3928,1611,0,0,0,0,9,0.0
frc3929,1579,4,2,0,2,8,0.5
frc3930,1527,0,0,0,0,9,0.0
frc3931,1618,1,1,0,0,9,0.1111111111111111
frc3932,1624,2,0,0,2,9,0.2222222222222222
frc3933,1610,0,0,0,0,9,0.0
frc3936,1441,1,0,0,1,9,0.1111111111111111
frc3937,1702,4,1,3,0,9,0.4444444444444444
frc3939,1566,0,0,0,0,9,0.0
frc3940,1677,1,0,0,1,9,0.1111111111111111
frc3941,1524,2,1,0,1,9,0.2222222222222222
frc3944,1481,3,1,1,0,9,0.3333333333333333
frc3946,1492,1,0,0,1,9,0.1111111111111111
frc3947,1561,1,0,0,1,9,0.1111111111111111
frc3950,1483,1,0,1,0,9,0.1111111111111111
frc3951,1498,1,0,0,1,10,0.1
frc3952,1488,0,0,0,0,9,0.0
frc3953,1459,0,0,0,0,8,0.0
frc3954,1564,1,0,0,1,9,0.1111111111111111
frc3957,1483,0,0,0,0,8,0.0
frc3958,1607,1,0,0,1,9,0.1111111111111111
frc3959,1732,1,0,0,1,9,0.1111111111111111
frc3965,1490,3,0,0,3,9,0.3333333333333333
frc3966,1477,0,0,0,0,9,0.0
frc3970,1570,2,0,0,2,10,0.2
frc3974,1593,0,0,0,0,9,0.0
frc3975,1434,0,0,0,0,9,0.0
frc3976,1465,0,0,0,0,9,0.0
frc3981,1427,1,0,0,1,9,0.1111111111111111
frc3984,1444,0,0,0,0,9,0.0
frc3985,1503,0,0,0,0,9,0.0
frc3986,1688,0,0,0,0,9,0.0
frc3988,1427,0,0,0,0,9,0.0
frc3990,1637,6,2,3,1,9,0.6666666666666666
frc3991,1440,1,0,0,1,9,0.1111111111111111
frc3993,1389,0,0,0,0,9,0.0
frc3996,1558,1,0,0,1,9,0.1111111111111111
frc3997,1479,0,0,0,0,8,0.0
frc3998,1607,0,0,0,0,7,0.0
frc4003,1667,8,4,3,1,9,0.8888888888888888
frc4004,1582,0,0,0,0,9,0.0
frc4005,1603,0,0,0,0,9,0.0
frc4006,1510,0,0,0,0,8,0.0
frc4008,1400,0,0,0,0,7,0.0
frc4009,1639,1,1,0,0,9,0.1111111111111111
frc4010,1489,0,0,0,0,9,0.0
frc4011,1466,1,0,0,1,9,0.1111111111111111
frc4012,1419,0,0,0,0,9,0.0
frc4013,1511,0,0,0,0,9,0.0
frc4014,1516,0,0,0,0,9,0.0
frc4015,1468,0,0,0,0,9,0.0
frc4019,1397,0,0,0,0,9,0.0
frc4020,1670,0,0,0,0,9,0.0
frc4021,1534,0,0,0,0,9,0.0
frc4024,1413,0,0,0,0,9,0.0
frc4026,1681,2,1,0,1,9,0.2222222222222222
frc4027,1595,3,0,1,0,9,0.3333333333333333
frc4028,1673,1,0,1,0,9,0.1111111111111111
frc4034,1451,0,0,0,0,9,0.0
frc4035,1512,0,0,0,0,8,0.0
frc4039,1681,6,4,2,0,9,0.6666666666666666
frc4041,1681,0,0,0,0,9,0.0
frc4043,1746,0,0,0,0,9,0.0
frc4048,1585,0,0,0,0,9,0.0
frc4049,1485,0,0,0,0,9,0.0
frc4050,1493,1,0,0,1,9,0.1111111111111111
frc4051,1433,0,0,0,0,8,0.0
frc4054,1451,0,0,0,0,9,0.0
frc4055,1567,1,0,0,1,9,0.1111111111111111
frc4056,1421,0,0,0,0,9,0.0
frc4057,1635,0,0,0,0,9,0.0
frc4060,1618,1,0,0,1,9,0.1111111111111111
frc4061,1600,4,0,3,1,9,0.4444444444444444
frc4063,1608,5,2,2,1,9,0.5555555555555556
frc4064,1421,0,0,0,0,9,0.0
frc4065,1454,0,0,0,0,9,0.0
frc4068,1482,0,0,0,0,9,0.0
frc4069,1601,1,1,0,0,9,0.1111111111111111
frc4073,1487,1,0,0,1,9,0.1111111111111111
frc4074,1451,0,0,0,0,9,0.0
frc4075,1475,0,0,0,0,9,0.0
frc4079,1640,0,0,0,0,9,0.0
frc4080,1500,1,1,0,0,9,0.1111111111111111
frc4083,1545,0,0,0,0,9,0.0
frc4085,1574,1,0,0,1,9,0.1111111111111111
frc4087,1620,1,0,0,1,9,0.1111111111111111
frc4089,1560,0,0,0,0,9,0.0
frc4091,1490,0,0,0,0,9,0.0
frc4093,1478,0,0,0,0,8,0.0
frc4096,1551,0,0,0,0,9,0.0
frc4097,1481,0,0,0,0,9,0.0
frc4099,1566,0,0,0,0,9,0.0
frc4103,1626,1,1,0,0,8,0.125
frc4104,1416,0,0,0,0,9,0.0
frc4107,1473,0,0,0,0,9,0.0
frc4110,1495,0,0,0,0,9,0.0
frc4111,1375,0,0,0,0,9,0.0
frc4112,1572,1,0,0,0,9,0.1111111111111111
frc4114,1412,0,0,0,0,9,0.0
frc4118,1521,1,0,0,1,9,0.1111111111111111
frc4119,1475,0,0,0,0,9,0.0
frc4121,1462,1,0,0,1,9,0.1111111111111111
frc4122,1615,0,0,0,0,9,0.0
frc4123,1541,0,0,0,0,8,0.0
frc4125,1637,2,2,0,0,9,0.2222222222222222
frc4127,1480,0,0,0,0,9,0.0
frc4130,1608,1,0,0,0,9,0.1111111111111111
frc4131,1617,0,0,0,0,9,0.0
frc4135,1514,1,0,0,1,9,0.1111111111111111
frc4139,1441,0,0,0,0,9,0.0
frc4141,1468,0,0,0,0,9,0.0
frc4143,1686,2,1,1,0,9,0.2222222222222222
frc4145,1602,1,1,0,0,9,0.1111111111111111
frc4146,1575,1,0,0,1,9,0.1111111111111111
frc4150,1600,0,0,0,0,9,0.0
frc4151,1559,0,0,0,0,9,0.0
frc4152,1612,0,0,0,0,9,0.0
frc4153,1614,0,0,0,0,9,0.0
frc4156,1533,0,0,0,0,9,0.0
frc4159,1497,0,0,0,0,9,0.0
frc4160,1538,0,0,0,0,9,0.0
frc4161,1445,2,0,1,1,9,0.2222222222222222
frc4166,1357,0,0,0,0,9,0.0
frc4169,1539,0,0,0,0,8,0.0
frc4171,1473,0,0,0,0,9,0.0
frc4173,1414,1,0,0,1,9,0.1111111111111111
frc4174,1517,0,0,0,0,9,0.0
frc4175,1556,0,0,0,0,9,0.0
frc4176,1515,1,0,0,1,9,0.1111111111111111
frc4179,1405,0,0,0,0,8,0.0
frc4180,1451,0,0,0,0,9,0.0
frc4181,1451,0,0,0,0,9,0.0
frc4182,1543,0,0,0,0,9,0.0
frc4183,1594,1,1,0,0,9,0.1111111111111111
frc4186,1486,0,0,0,0,9,0.0
frc4187,1425,0,0,0,0,9,0.0
frc4188,1548,4,2,1,1,9,0.4444444444444444
frc4189,1550,1,1,0,0,9,0.1111111111111111
frc4191,1478,0,0,0,0,9,0.0
frc4192,1570,0,0,0,0,9,0.0
frc4193,1373,0,0,0,0,9,0.0
frc4195,1435,0,0,0,0,8,0.0
frc4198,1609,0,0,0,0,9,0.0
frc4201,1650,0,0,0,0,9,0.0
frc4203,1398,0,0,0,0,9,0.0
frc4205,1565,1,1,0,0,9,0.1111111111111111
frc4206,1490,2,1,0,1,9,0.2222222222222222
frc4207,1553,1,0,0,1,9,0.1111111111111111
frc4212,1415,0,0,0,0,8,0.0
frc4213,1665,0,0,0,0,9,0.0
frc4215,1486,1,0,0,1,9,0.1111111111111111
frc4216,1600,1,1,0,0,9,0.1111111111111111
frc4217,1387,0,0,0,0,9,0.0
frc4219,1476,0,0,0,0,9,0.0
frc4225,1372,0,0,0,0,9,0.0
frc4226,1552,1,1,0,0,9,0.1111111111111111
frc4229,1449,0,0,0,0,9,0.0
frc4230,1502,0,0,0,0,9,0.0
frc4232,1446,0,0,0,0,9,0.0
frc4237,1604,0,0,0,0,9,0.0
frc4238,1462,0,0,0,0,9,0.0
frc4239,1550,0,0,0,0,9,0.0
frc4240,1507,0,0,0,0,8,0.0
frc4241,1443,0,0,0,0,9,0.0
frc4242,1598,1,1,0,0,9,0.1111111111111111
frc4243,1481,0,0,0,0,9,0.0
frc4246,1489,0,0,0,0,9,0.0
frc4247,1425,0,0,0,0,9,0.0
frc4252,1457,0,0,0,0,9,0.0
frc4253,1632,4,3,1,0,9,0.4444444444444444
frc4255,1494,0,0,0,0,9,0.0
frc4256,1674,2,0,0,2,9,0.2222222222222222
frc4260,1389,0,0,0,0,9,0.0
frc4263,1463,0,0,0,0,9,0.0
frc4265,1587,4,0,2,2,9,0.4444444444444444
frc4267,1449,0,0,0,0,9,0.0
frc4269,1534,1,0,1,0,9,0.1111111111111111
frc4270,1542,0,0,0,0,7,0.0
frc4272,1716,0,0,0,0,9,0.0
frc4276,1584,1,1,0,0,9,0.1111111111111111
frc4277,1446,0,0,0,0,9,0.0
frc4281,1447,0,0,0,0,8,0.0
frc4283,1440,0,0,0,0,9,0.0
frc4284,1509,0,0,0,0,9,0.0
frc4285,1548,2,0,1,1,9,0.2222222222222222
frc4286,1425,0,0,0,0,9,0.0
frc4290,1591,2,1,0,1,9,0.2222222222222222
frc4291,1548,0,0,0,0,9,0.0
frc4292,1428,0,0,0,0,9,0.0
frc4293,1589,1,0,0,1,9,0.1111111111111111
frc4295,1549,0,0,0,0,9,0.0
frc4296,1603,1,0,0,1,9,0.1111111111111111
frc4299,1435,0,0,0,0,9,0.0
frc4301,1515,1,0,0,1,8,0.125
frc4306,1472,1,0,0,1,9,0.1111111111111111
frc4308,1489,0,0,0,0,8,0.0
frc4309,1607,0,0,0,0,9,0.0
frc4311,1629,1,0,0,1,9,0.1111111111111111
frc4314,1511,0,0,0,0,9,0.0
frc4319,1469,0,0,0,0,9,0.0
frc4320,1424,3,0,1,2,9,0.3333333333333333
frc4322,1514,0,0,0,0,9,0.0
frc4325,1565,0,0,0,0,9,0.0
frc4327,1573,2,2,0,0,9,0.2222222222222222
frc4328,1493,0,0,0,0,9,0.0
frc4329,1542,0,0,0,0,9,0.0
frc4330,1439,1,0,0,1,9,0.1111111111111111
frc4332,1444,0,0,0,0,9,0.0
frc4334,1670,7,2,3,2,9,0.7777777777777778
frc4336,1601,0,0,0,0,9,0.0
frc4337,1518,0,0,0,0,9,0.0
frc4338,1662,1,0,1,0,9,0.1111111111111111
frc4342,1629,1,1,0,0,9,0.1111111111111111
frc4343,1541,0,0,0,0,9,0.0
frc4348,1426,0,0,0,0,9,0.0
frc4355,1506,0,0,0,0,9,0.0
frc4356,1564,2,0,0,2,9,0.2222222222222222
frc4360,1463,0,0,0,0,9,0.0
frc4361,1520,1,0,0,1,9,0.1111111111111111
frc4362,1719,3,0,3,0,9,0.3333333333333333
frc4364,1462,0,0,0,0,9,0.0
frc4371,1453,0,0,0,0,9,0.0
frc4373,1527,0,0,0,0,9,0.0
frc4375,1572,0,0,0,0,9,0.0
frc4376,1559,0,0,0,0,9,0.0
frc4377,1531,2,1,1,0,9,0.2222222222222222
frc4378,1541,0,0,0,0,9,0.0
frc4380,1442,0,0,0,0,8,0.0
frc4381,1551,1,1,0,0,9,0.1111111111111111
frc4382,1374,0,0,0,0,7,0.0
frc4383,1428,0,0,0,0,9,0.0
frc4384,1486,3,2,0,0,9,0.3333333333333333
frc4386,1366,0,0,0,0,9,0.0
frc4388,1563,0,0,0,0,9,0.0
frc4390,1451,0,0,0,0,9,0.0
frc4391,1659,5,3,1,1,9,0.5555555555555556
frc4392,1611,2,0,1,1,9,0.2222222222222222
frc4395,1541,1,0,0,1,9,0.1111111111111111
frc4398,1407,1,0,0,1,9,0.1111111111111111
frc4400,1573,0,0,0,0,9,0.0
frc4401,1483,0,0,0,0,9,0.0
frc4403,1559,2,0,1,1,9,0.2222222222222222
frc4405,1557,3,0,1,2,9,0.3333333333333333
frc4408,1439,0,0,0,0,9,0.0
frc4409,1578,1,0,0,1,9,0.1111111111111111
frc4412,1358,0,0,0,0,7,0.0
frc4414,1726,0,0,0,0,2,0.0
frc4415,1588,0,0,0,0,7,0.0
frc4416,1426,0,0,0,0,7,0.0
frc4418,1517,0,0,0,0,7,0.0
frc4450,1554,0,0,0,0,8,0.0
frc4451,1690,2,0,2,0,8,0.25
frc4453,1475,1,0,0,1,8,0.125
frc4454,1549,0,0,0,0,8,0.0
frc4455,1375,1,0,0,1,8,0.125
frc4456,1677,2,0,0,2,8,0.25
frc4458,1576,1,0,0,1,8,0.125
frc4459,1515,0,0,0,0,8,0.0
frc4461,1402,0,0,0,0,8,0.0
frc4462,1551,0,0,0,0,8,0.0
frc4464,1412,1,0,0,1,8,0.125
frc4466,1459,1,0,0,1,8,0.125
frc4467,1461,0,0,0,0,8,0.0
frc4468,1503,1,1,0,0,8,0.125
frc4469,1638,2,1,1,0,8,0.25
frc4470,1482,0,0,0,0,8,0.0
frc4471,1430,0,0,0,0,8,0.0
frc4472,1597,2,0,1,1,8,0.25
frc4473,1486,1,1,0,0,8,0.125
frc4476,1589,2,1,1,0,8,0.25
frc4480,1422,0,0,0,0,8,0.0
frc4481,1694,2,0,2,0,8,0.25
frc4482,1534,1,0,0,1,8,0.125
frc4485,1520,0,0,0,0,8,0.0
frc4486,1639,1,0,0,0,8,0.125
frc4488,1785,7,5,2,0,8,0.875
frc4496,1393,0,0,0,0,8,0.0
frc4499,1684,1,0,0,1,8,0.125
frc4500,1592,2,0,0,2,8,0.25
frc4501,1592,0,0,0,0,8,0.0
frc4504,1590,0,0,0,0,8,0.0
frc4505,1544,0,0,0,0,8,0.0
frc4506,1535,1,0,0,1,8,0.125
frc4508,1524,1,0,0,1,8,0.125
frc4509,1541,0,0,0,0,7,0.0
frc4511,1421,0,0,0,0,8,0.0
frc4512,1623,0,0,0,0,8,0.0
frc4513,1622,2,0,2,0,8,0.25
frc4514,1501,0,0,0,0,8,0.0
frc4516,1462,0,0,0,0,8,0.0
frc4519,1497,0,0,0,0,8,0.0
frc4521,1441,0,0,0,0,8,0.0
frc4522,1620,3,1,2,0,8,0.375
frc4523,1596,0,0,0,0,8,0.0
frc4525,1587,0,0,0,0,8,0.0
frc4528,1383,0,0,0,0,7,0.0
frc4531,1536,0,0,0,0,8,0.0
frc4533,1593,0,0,0,0,8,0.0
frc4534,1651,0,0,0,0,8,0.0
frc4536,1519,0,0,0,0,8,0.0
frc4537,1527,0,0,0,0,8,0.0
frc4539,1673,3,2,1,0,8,0.375
frc4541,1630,2,0,0,2,8,0.25
frc4546,1435,0,0,0,0,8,0.0
frc4547,1476,1,0,1,0,8,0.125
frc4549,1461,0,0,0,0,8,0.0
frc4550,1534,1,0,0,1,8,0.125
frc4557,1609,0,0,0,0,8,0.0
frc4561,1634,2,2,0,0,8,0.25
frc4562,1454,0,0,0,0,8,0.0
frc4564,1649,2,1,1,0,8,0.25
frc4565,1612,0,0,0,0,8,0.0
frc4567,1417,0,0,0,0,8,0.0
frc4568,1574,0,0,0,0,8,0.0
frc4571,1587,0,0,0,0,8,0.0
frc4572,1489,0,0,0,0,8,0.0
frc4573,1508,0,0,0,0,8,0.0
frc4575,1499,1,0,0,1,8,0.125
frc4576,1398,1,1,0,0,8,0.125
frc4578,1531,0,0,0,0,6,0.0
frc4579,1593,0,0,0,0,8,0.0
frc4580,1491,0,0,0,0,8,0.0
frc4582,1504,0,0,0,0,8,0.0
frc4583,1450,1,0,0,1,8,0.125
frc4584,1527,0,0,0,0,6,0.0
frc4585,1459,0,0,0,0,8,0.0
frc4586,1578,2,1,1,0,8,0.25
frc4587,1674,3,0,3,0,8,0.375
frc4590,1550,1,1,0,0,8,0.125
frc4592,1556,1,0,0,1,8,0.125
frc4593,1603,1,0,0,1,8,0.125
frc4594,1465,0,0,0,0,8,0.0
frc4595,1514,1,0,0,1,8,0.125
frc4598,1554,0,0,0,0,8,0.0
frc4601,1428,0,0,0,0,8,0.0
frc4603,1546,0,0,0,0,8,0.0
frc4604,1441,0,0,0,0,8,0.0
frc4607,1661,1,0,1,0,8,0.125
frc4610,1639,2,0,1,1,8,0.25
frc4611,1605,0,0,0,0,8,0.0
frc4613,1707,6,4,2,0,6,1.0
frc4614,1440,0,0,0,0,6,0.0
frc4616,1377,0,0,0,0,8,0.0
frc4617,1481,0,0,0,0,4,0.0
frc4618,1498,0,0,0,0,8,0.0
frc4619,1541,0,0,0,0,8,0.0
frc4622,1480,0,0,0,0,8,0.0
frc4623,1577,0,0,0,0,8,0.0
frc4624,1528,0,0,0,0,8,0.0
frc4625,1384,1,0,0,1,8,0.125
frc4627,1642,0,0,0,0,8,0.0
frc4630,1485,0,0,0,0,8,0.0
frc4632,1480,0,0,0,0,8,0.0
frc4635,1571,1,1,0,0,8,0.125
frc4637,1550,0,0,0,0,8,0.0
frc4638,1601,0,0,0,0,8,0.0
frc4639,1493,0,0,0,0,8,0.0
frc4640,1452,0,0,0,0,8,0.0
frc4641,1454,0,0,0,0,8,0.0
frc4643,1513,0,0,0,0,8,0.0
frc4645,1484,1,0,0,1,8,0.125
frc4646,1481,0,0,0,0,8,0.0
frc4648,1435,0,0,0,0,8,0.0
frc4649,1345,0,0,0,0,7,0.0
frc4652,1455,0,0,0,0,5,0.0
frc4653,1580,1,0,0,1,8,0.125
frc4655,1653,0,0,0,0,8,0.0
frc4656,1583,0,0,0,0,8,0.0
frc4661,1398,0,0,0,0,8,0.0
frc4662,1567,0,0,0,0,8,0.0
frc4663,1499,0,0,0,0,8,0.0
frc4664,1411,0,0,0,0,8,0.0
frc4665,1481,0,0,0,0,8,0.0
frc4669,1498,0,0,0,0,8,0.0
frc4674,1461,0,0,0,0,8,0.0
frc4678,1598,3,1,1,1,8,0.375
frc4680,1606,0,0,0,0,8,0.0
frc4681,1502,0,0,0,0,8,0.0
frc4682,1461,1,0,0,1,8,0.125
frc4683,1430,0,0,0,0,8,0.0
frc4688,1637,1,1,0,0,6,0.16666666666666666
frc4692,1556,0,0,0,0,8,0.0
frc4693,1460,0,0,0,0,8,0.0
frc4694,1455,0,0,0,0,8,0.0
frc4698,1591,1,0,0,1,7,0.14285714285714285
frc4701,1541,0,0,0,0,8,0.0
frc4702,1431,0,0,0,0,7,0.0
frc4703,1507,0,0,0,0,4,0.0
frc4704,1513,0,0,0,0,7,0.0
frc4707,1421,0,0,0,0,8,0.0
frc4711,1406,0,0,0,0,8,0.0
frc4715,1458,0,0,0,0,8,0.0
frc4717,1459,0,0,0,0,8,0.0
frc4728,1606,0,0,0,0,8,0.0
frc4729,1422,0,0,0,0,6,0.0
frc4730,1449,0,0,0,0,8,0.0
frc4731,1399,0,0,0,0,8,0.0
frc4733,1396,1,0,0,1,8,0.125
frc4734,1462,0,0,0,0,8,0.0
frc4735,1493,0,0,0,0,8,0.0
frc4737,1586,0,0,0,0,8,0.0
frc4738,1487,1,0,1,0,8,0.125
frc4739,1450,0,0,0,0,6,0.0
frc4740,1452,1,0,0,1,7,0.14285714285714285
frc4741,1468,0,0,0,0,8,0.0
frc4744,1567,1,0,0,1,8,0.125
frc4748,1485,0,0,0,0,8,0.0
frc4749,1495,0,0,0,0,8,0.0
frc4750,1534,0,0,0,0,8,0.0
frc4757,1418,0,0,0,0,7,0.0
frc4758,1428,0,0,0,0,8,0.0
frc4761,1536,2,1,0,1,8,0.25
frc4763,1421,0,0,0,0,5,0.0
frc4764,1352,0,0,0,0,3,0.0
frc4765,1456,0,0,0,0,8,0.0
frc4768,1432,1,0,0,1,8,0.125
frc4773,1309,0,0,0,0,8,0.0
frc4774,1526,0,0,0,0,8,0.0
frc4775,1571,0,0,0,0,8,0.0
frc4776,1702,0,0,0,0,8,0.0
frc4777,1491,0,0,0,0,6,0.0
frc4778,1520,1,1,0,0,8,0.125
frc4779,1567,3,2,0,1,8,0.375
frc4780,1478,0,0,0,0,8,0.0
frc4782,1454,0,0,0,0,8,0.0
frc4783,1545,0,0,0,0,8,0.0
frc4784,1517,0,0,0,0,8,0.0
frc4786,1607,0,0,0,0,8,0.0
frc4787,1443,0,0,0,0,8,0.0
frc4795,1606,0,0,0,0,8,0.0
frc4796,1552,0,0,0,0,8,0.0
frc4799,1467,1,0,0,1,7,0.14285714285714285
frc4801,1400,0,0,0,0,7,0.0
frc4802,1320,1,0,0,1,7,0.14285714285714285
frc4804,1450,0,0,0,0,8,0.0
frc4809,1443,0,0,0,0,8,0.0
frc4810,1545,0,0,0,0,8,0.0
frc4811,1620,1,0,0,1,8,0.125
frc4814,1556,2,1,0,1,8,0.25
frc4815,1463,1,0,0,1,8,0.125
frc4816,1409,0,0,0,0,8,0.0
frc4817,1380,0,0,0,0,8,0.0
frc4818,1547,1,0,1,0,7,0.14285714285714285
frc4819,1574,1,0,0,1,8,0.125
frc4821,1585,1,0,0,0,8,0.125
frc4823,1416,0,0,0,0,7,0.0
frc4827,1426,0,0,0,0,8,0.0
frc4828,1580,2,1,0,0,8,0.25
frc4829,1534,0,0,0,0,8,0.0
frc4835,1457,2,1,0,1,8,0.25
frc4838,1455,0,0,0,0,6,0.0
frc4840,1404,0,0,0,0,8,0.0
