preChamps,match_key,r1,r2,r3,b1,b2,b3,winner
0,2019cars_qm58,frc829,frc67,frc747,frc5172,frc5050,frc3386,1
0,2019cars_qm59,frc234,frc1468,frc4362,frc2370,frc7608,frc2137,0
0,2019cars_qm6,frc4472,frc747,frc876,frc3504,frc5587,frc7785,0
0,2019cars_qm60,frc7785,frc3082,frc1768,frc3452,frc3683,frc2590,1
0,2019cars_qm61,frc66,frc6911,frc3536,frc3467,frc3504,frc85,0
0,2019cars_qm62,frc2220,frc2559,frc7769,frc201,frc3277,frc5883,0
0,2019cars_qm63,frc7400,frc7048,frc3985,frc1816,frc5243,frc45,1
0,2019cars_qm64,frc4930,frc111,frc1076,frc5436,frc2960,frc4256,0
0,2019cars_qm65,frc870,frc2096,frc4472,frc4607,frc3003,frc3750,0
0,2019cars_qm66,frc7432,frc5690,frc5712,frc1796,frc2723,frc2386,1
0,2019cars_qm67,frc5587,frc3314,frc2549,frc7160,frc1305,frc537,0
0,2019cars_qm68,frc1481,frc876,frc4342,frc2052,frc619,frc123,1
0,2019cars_qm69,frc5172,frc7656,frc3985,frc2590,frc2559,frc3504,0
0,2019cars_qm7,frc1076,frc2370,frc870,frc2137,frc6911,frc3277,0
0,2019cars_qm70,frc2137,frc85,frc3003,frc3277,frc5436,frc829,1
0,2019cars_qm71,frc7608,frc2723,frc3467,frc1076,frc1816,frc201,1
0,2019cars_qm72,frc1305,frc7769,frc5050,frc5690,frc7160,frc7785,0
0,2019cars_qm73,frc293,frc4256,frc870,frc66,frc1796,frc3082,0
0,2019cars_qm74,frc5883,frc2549,frc2386,frc2096,frc3452,frc1481,1
0,2019cars_qm75,frc123,frc3314,frc45,frc5243,frc4472,frc3386,0
0,2019cars_qm76,frc6911,frc4930,frc537,frc619,frc4362,frc111,1
0,2019cars_qm77,frc2370,frc747,frc7432,frc1768,frc4607,frc2052,1
0,2019cars_qm78,frc1468,frc7048,frc2960,frc4342,frc3536,frc3750,0
0,2019cars_qm79,frc5587,frc234,frc2220,frc5712,frc3683,frc67,0
0,2019cars_qm8,frc2960,frc2723,frc3386,frc7656,frc85,frc1481,1
0,2019cars_qm80,frc7400,frc1481,frc3467,frc876,frc2590,frc3003,1
0,2019cars_qm81,frc5172,frc201,frc5436,frc2549,frc4256,frc7785,0
0,2019cars_qm82,frc3277,frc870,frc2052,frc5050,frc7608,frc45,1
0,2019cars_qm83,frc1796,frc2096,frc3314,frc4342,frc7048,frc4930,0
0,2019cars_qm84,frc537,frc5883,frc2723,frc234,frc747,frc3536,1
0,2019cars_qm85,frc2386,frc293,frc3683,frc7160,frc1816,frc4362,0
0,2019cars_qm86,frc67,frc2370,frc66,frc2960,frc3452,frc7400,1
0,2019cars_qm87,frc2559,frc1468,frc85,frc4472,frc5712,frc4607,1
0,2019cars_qm88,frc2137,frc1305,frc7656,frc7769,frc123,frc111,0
0,2019cars_qm89,frc3386,frc1768,frc5690,frc3750,frc6911,frc5587,0
0,2019cars_qm9,frc67,frc7769,frc2386,frc3536,frc293,frc619,1
0,2019cars_qm90,frc3082,frc5243,frc2220,frc1076,frc7432,frc876,0
0,2019cars_qm91,frc619,frc829,frc3683,frc3985,frc3504,frc45,0
0,2019cars_qm92,frc5050,frc4362,frc2960,frc2723,frc4256,frc4472,0
0,2019cars_qm93,frc5436,frc4607,frc66,frc3314,frc2052,frc2386,1
0,2019cars_qm94,frc3003,frc537,frc3536,frc7608,frc2559,frc6911,0
0,2019cars_qm95,frc5243,frc4930,frc3277,frc3082,frc5172,frc5587,1
0,2019cars_qm96,frc2096,frc1768,frc111,frc293,frc5712,frc2220,1
0,2019cars_qm97,frc7432,frc3750,frc85,frc7785,frc1816,frc876,1
0,2019cars_qm98,frc2590,frc619,frc1076,frc7048,frc5690,frc747,0
0,2019cars_qm99,frc3452,frc234,frc1305,frc7656,frc4342,frc829,0
0,2019cars_sf1m1,frc5172,frc1816,frc1796,frc2096,frc2960,frc67,0
0,2019cars_sf1m2,frc5172,frc1816,frc1796,frc2960,frc2096,frc67,0
0,2019cars_sf2m1,frc111,frc2052,frc5050,frc3683,frc3536,frc870,0
0,2019cars_sf2m2,frc111,frc2052,frc4607,frc3683,frc3386,frc870,0
0,2019carv_f1m1,frc1746,frc6443,frc7426,frc1678,frc3132,frc7179,1
0,2019carv_f1m2,frc1746,frc6443,frc7426,frc1678,frc3132,frc7179,1
0,2019carv_qf1m1,frc364,frc4534,frc330,frc5892,frc687,frc2102,0
0,2019carv_qf1m2,frc364,frc4534,frc330,frc5892,frc687,frc2102,0
0,2019carv_qf2m1,frc3309,frc1515,frc2990,frc1746,frc6443,frc7426,1
0,2019carv_qf2m2,frc3309,frc1515,frc2990,frc1746,frc6443,frc7426,1
0,2019carv_qf3m1,frc118,frc4911,frc2147,frc386,frc4079,frc3039,0
0,2019carv_qf3m2,frc118,frc2147,frc4911,frc386,frc4079,frc2881,0
0,2019carv_qf4m1,frc1678,frc3132,frc7179,frc7108,frc587,frc368,0
0,2019carv_qf4m2,frc1678,frc1939,frc7179,frc7108,frc7796,frc368,1
0,2019carv_qf4m3,frc1678,frc3132,frc7179,frc7108,frc7796,frc368,0
0,2019carv_qm1,frc1746,frc364,frc3931,frc4079,frc2584,frc442,0
0,2019carv_qm10,frc4255,frc5006,frc2643,frc7179,frc7567,frc118,1
0,2019carv_qm100,frc3039,frc7725,frc1939,frc5006,frc6608,frc1746,0
0,2019carv_qm101,frc3309,frc6390,frc2584,frc7419,frc7088,frc1785,0
0,2019carv_qm102,frc4911,frc3481,frc2881,frc1339,frc7179,frc4775,0
0,2019carv_qm103,frc442,frc386,frc6014,frc7796,frc3792,frc7108,1
0,2019carv_qm104,frc364,frc1515,frc330,frc4255,frc3024,frc5242,0
0,2019carv_qm105,frc2375,frc2811,frc5126,frc2990,frc2905,frc2643,1
0,2019carv_qm106,frc3931,frc6443,frc2486,frc4534,frc4188,frc7088,0
0,2019carv_qm107,frc587,frc4290,frc7895,frc2080,frc6608,frc1339,1
0,2019carv_qm108,frc2147,frc2102,frc2183,frc7419,frc4775,frc1261,1
0,2019carv_qm109,frc2662,frc3309,frc5515,frc7529,frc7567,frc1939,0
0,2019carv_qm11,frc1678,frc5892,frc2905,frc2662,frc3240,frc3132,0
0,2019carv_qm110,frc3481,frc6390,frc687,frc7767,frc5526,frc1678,1
0,2019carv_qm111,frc3240,frc4561,frc5572,frc7891,frc3039,frc7179,0
0,2019carv_qm112,frc1785,frc5006,frc4079,frc5892,frc4911,frc4400,1
0,2019carv_qm113,frc7426,frc2584,frc2881,frc7725,frc118,frc368,1
0,2019carv_qm114,frc1746,frc2643,frc3024,frc3132,frc1261,frc386,1
0,2019carv_qm12,frc5126,frc7426,frc1339,frc3039,frc1261,frc364,1
0,2019carv_qm13,frc7725,frc587,frc7767,frc5572,frc7895,frc5526,1
0,2019carv_qm14,frc2183,frc2080,frc2811,frc2881,frc3309,frc442,1
0,2019carv_qm15,frc1515,frc2102,frc1939,frc4290,frc4534,frc2643,0
0,2019carv_qm16,frc5006,frc7088,frc2147,frc4561,frc7796,frc3024,0
0,2019carv_qm17,frc330,frc1678,frc3240,frc7567,frc4911,frc2584,0
0,2019carv_qm18,frc7419,frc7179,frc2905,frc386,frc2486,frc687,1
0,2019carv_qm19,frc4775,frc3931,frc4079,frc5515,frc3039,frc3792,1
0,2019carv_qm2,frc1261,frc2990,frc368,frc330,frc7895,frc7088,0
0,2019carv_qm20,frc4400,frc7891,frc2375,frc5892,frc4255,frc4188,1
0,2019carv_qm21,frc3132,frc7108,frc2990,frc6390,frc7529,frc7426,0
0,2019carv_qm22,frc6443,frc1746,frc118,frc5242,frc2662,frc3481,0
0,2019carv_qm23,frc6608,frc6014,frc4534,frc368,frc1785,frc2905,1
0,2019carv_qm24,frc4290,frc7796,frc1261,frc5526,frc3931,frc2643,0
0,2019carv_qm25,frc386,frc4255,frc3039,frc3024,frc2486,frc5892,1
0,2019carv_qm26,frc5006,frc3792,frc587,frc2584,frc687,frc7529,0
0,2019carv_qm27,frc5515,frc2375,frc7108,frc7179,frc1746,frc2183,0
0,2019carv_qm28,frc5572,frc2990,frc7567,frc1939,frc6443,frc4911,1
0,2019carv_qm29,frc4400,frc1785,frc3481,frc7895,frc7419,frc364,1
0,2019carv_qm3,frc386,frc1339,frc3309,frc5526,frc2375,frc6443,0
0,2019carv_qm30,frc2080,frc2881,frc3132,frc2147,frc330,frc4079,1
0,2019carv_qm31,frc118,frc5126,frc442,frc1515,frc368,frc6390,1
0,2019carv_qm32,frc6608,frc4561,frc3309,frc1678,frc2102,frc7426,1
0,2019carv_qm33,frc7767,frc2811,frc4775,frc7088,frc6014,frc7891,1
0,2019carv_qm34,frc4188,frc2662,frc7725,frc3240,frc1339,frc5242,1
0,2019carv_qm35,frc1746,frc1261,frc7529,frc1785,frc2486,frc2080,0
0,2019carv_qm36,frc368,frc5572,frc5006,frc3132,frc2375,frc2183,1
0,2019carv_qm37,frc4534,frc386,frc4561,frc4079,frc3481,frc4255,0
0,2019carv_qm38,frc442,frc2905,frc7567,frc587,frc4775,frc7088,1
0,2019carv_qm39,frc7767,frc7179,frc4290,frc3309,frc5126,frc364,1
0,2019carv_qm4,frc7529,frc2183,frc4400,frc6608,frc1515,frc7767,1
0,2019carv_qm40,frc3039,frc2584,frc2147,frc2662,frc2643,frc1515,0
0,2019carv_qm41,frc7108,frc3931,frc7419,frc2811,frc7725,frc3240,0
0,2019carv_qm42,frc5242,frc5526,frc7796,frc5515,frc4400,frc7426,1
0,2019carv_qm43,frc2990,frc3024,frc4911,frc7891,frc687,frc6608,0
0,2019carv_qm44,frc330,frc1339,frc6014,frc6390,frc1939,frc5892,0
0,2019carv_qm45,frc3792,frc7895,frc2102,frc4188,frc118,frc1678,1
0,2019carv_qm46,frc6443,frc7767,frc1261,frc2881,frc3240,frc2375,1
0,2019carv_qm47,frc7426,frc5572,frc1785,frc2643,frc2080,frc386,0
0,2019carv_qm48,frc4911,frc4255,frc3309,frc2905,frc5515,frc7725,0
0,2019carv_qm49,frc2183,frc3481,frc4290,frc2584,frc7088,frc2990,1
0,2019carv_qm5,frc5572,frc2147,frc5515,frc6014,frc4188,frc5126,0
0,2019carv_qm50,frc5526,frc4775,frc2486,frc1939,frc4079,frc5126,0
0,2019carv_qm51,frc7895,frc6014,frc7179,frc442,frc3024,frc2662,0
0,2019carv_qm52,frc5892,frc7108,frc7567,frc3792,frc6608,frc2147,1
0,2019carv_qm53,frc4188,frc2881,frc7419,frc1515,frc3039,frc5006,0
0,2019carv_qm54,frc687,frc4400,frc3132,frc2102,frc3931,frc1339,1
0,2019carv_qm55,frc7796,frc7529,frc368,frc6443,frc7891,frc1678,1
0,2019carv_qm56,frc118,frc5242,frc330,frc4561,frc587,frc2811,0
0,2019carv_qm57,frc2905,frc4534,frc364,frc1746,frc5572,frc6390,0
0,2019carv_qm58,frc7725,frc3481,frc1515,frc1261,frc7567,frc6014,0
0,2019carv_qm59,frc3931,frc1939,frc6608,frc2375,frc2147,frc4255,0
0,2019carv_qm6,frc4561,frc687,frc7725,frc4775,frc4290,frc6390,1
0,2019carv_qm60,frc2662,frc7088,frc2080,frc5126,frc4911,frc7108,1
0,2019carv_qm61,frc1339,frc4561,frc6443,frc3792,frc2183,frc1785,0
0,2019carv_qm62,frc7796,frc2584,frc4775,frc3024,frc7767,frc4188,0
0,2019carv_qm63,frc2643,frc5242,frc2881,frc2990,frc2486,frc6390,1
0,2019carv_qm64,frc7529,frc7419,frc5515,frc330,frc442,frc4290,1
0,2019carv_qm65,frc118,frc7891,frc7895,frc4079,frc3132,frc3309,1
0,2019carv_qm66,frc4400,frc1678,frc3039,frc587,frc4534,frc7179,1
0,2019carv_qm67,frc5526,frc386,frc3240,frc2102,frc364,frc5006,1
0,2019carv_qm68,frc687,frc5892,frc1746,frc2811,frc7426,frc368,0
0,2019carv_qm69,frc2375,frc6390,frc3792,frc4911,frc4290,frc2662,1
0,2019carv_qm7,frc7108,frc3024,frc587,frc2881,frc1785,frc4534,1
0,2019carv_qm70,frc5126,frc6443,frc6608,frc3132,frc330,frc2584,1
0,2019carv_qm71,frc1785,frc2147,frc7891,frc2486,frc442,frc7725,0
0,2019carv_qm72,frc386,frc2183,frc5006,frc1678,frc5242,frc7895,0
0,2019carv_qm73,frc4534,frc7767,frc1746,frc7567,frc4561,frc7419,1
0,2019carv_qm74,frc2811,frc4079,frc7179,frc1261,frc1515,frc5572,0
0,2019carv_qm75,frc2080,frc3240,frc2990,frc6014,frc5515,frc4255,0
0,2019carv_qm76,frc118,frc2905,frc5526,frc3024,frc7529,frc3039,0
0,2019carv_qm77,frc3309,frc368,frc4775,frc2643,frc7108,frc4400,1
0,2019carv_qm78,frc7426,frc587,frc1939,frc3481,frc4188,frc3931,0
0,2019carv_qm79,frc7088,frc2102,frc687,frc364,frc2881,frc5892,1
0,2019carv_qm8,frc5242,frc7419,frc7891,frc1939,frc3792,frc2080,0
0,2019carv_qm80,frc7796,frc2990,frc1678,frc1339,frc1746,frc1515,0
0,2019carv_qm81,frc6390,frc5515,frc2811,frc6443,frc2147,frc7895,1
0,2019carv_qm82,frc7567,frc3132,frc5242,frc3039,frc1785,frc4290,1
0,2019carv_qm83,frc3240,frc3792,frc5126,frc3481,frc3309,frc3024,1
0,2019carv_qm84,frc2486,frc330,frc7108,frc687,frc2375,frc118,1
0,2019carv_qm85,frc7529,frc2643,frc4188,frc2183,frc364,frc4911,1
0,2019carv_qm86,frc6014,frc368,frc4079,frc2102,frc7419,frc587,0
0,2019carv_qm87,frc4775,frc7725,frc5892,frc4534,frc2080,frc7796,0
0,2019carv_qm88,frc2584,frc1939,frc4561,frc2905,frc4400,frc1261,0
0,2019carv_qm89,frc4255,frc442,frc7426,frc7767,frc5006,frc1339,0
0,2019carv_qm9,frc4911,frc7796,frc2102,frc2486,frc2811,frc3481,0
0,2019carv_qm90,frc6608,frc386,frc2662,frc7891,frc2881,frc3931,0
0,2019carv_qm91,frc7088,frc5526,frc3792,frc7179,frc5572,frc330,1
0,2019carv_qm92,frc3024,frc1678,frc6014,frc4290,frc4079,frc2375,1
0,2019carv_qm93,frc5515,frc1515,frc2486,frc364,frc3132,frc4561,1
0,2019carv_qm94,frc7895,frc2643,frc442,frc687,frc3240,frc4534,1
0,2019carv_qm95,frc2147,frc4400,frc7767,frc2990,frc118,frc386,1
0,2019carv_qm96,frc368,frc2080,frc4188,frc7567,frc2811,frc5526,0
0,2019carv_qm97,frc2183,frc2662,frc1261,frc4255,frc587,frc7796,1
0,2019carv_qm98,frc7891,frc2905,frc2102,frc7108,frc7426,frc6443,1
0,2019carv_qm99,frc5242,frc5892,frc7529,frc3931,frc5126,frc5572,1
0,2019carv_sf1m1,frc364,frc1339,frc330,frc1746,frc6443,frc7426,1
0,2019carv_sf1m2,frc364,frc4534,frc330,frc1746,frc6443,frc7426,0
0,2019carv_sf1m3,frc364,frc4534,frc330,frc1746,frc6443,frc7426,1
0,2019carv_sf2m1,frc118,frc5006,frc4911,frc1678,frc3132,frc7179,1
0,2019carv_sf2m2,frc118,frc2147,frc4911,frc1678,frc3132,frc7179,1
0,2019cmpmi_f1m1,frc930,frc5406,frc1310,frc217,frc3707,frc4481,0
0,2019cmpmi_f1m2,frc930,frc5406,frc1310,frc217,frc3707,frc4481,1
0,2019cmpmi_f1m3,frc930,frc5406,frc1310,frc217,frc3707,frc4481,1
0,2019cmpmi_sf1m1,frc930,frc1310,frc5406,frc5401,frc346,frc548,1
0,2019cmpmi_sf1m10,frc3538,frc1073,frc195,frc930,frc1310,frc5406,1
0,2019cmpmi_sf1m11,frc4003,frc862,frc133,frc111,frc2052,frc5050,1
0,2019cmpmi_sf1m12,frc3707,frc4481,frc217,frc5401,frc346,frc548,1
0,2019cmpmi_sf1m13,frc111,frc2052,frc5050,frc930,frc1310,frc5406,1
0,2019cmpmi_sf1m14,frc3538,frc1073,frc195,frc5401,frc346,frc548,0
0,2019cmpmi_sf1m15,frc4003,frc862,frc133,frc3707,frc4481,frc217,1
0,2019cmpmi_sf1m2,frc111,frc2052,frc4607,frc3707,frc4481,frc217,1
0,2019cmpmi_sf1m3,frc3538,frc1073,frc195,frc4003,frc862,frc133,0
0,2019cmpmi_sf1m4,frc930,frc1310,frc5406,frc3707,frc4481,frc217,0
0,2019cmpmi_sf1m5,frc5401,frc346,frc548,frc4003,frc862,frc133,0
0,2019cmpmi_sf1m6,frc111,frc2052,frc5050,frc3538,frc1073,frc195,1
0,2019cmpmi_sf1m7,frc930,frc1310,frc5406,frc4003,frc862,frc133,0
0,2019cmpmi_sf1m8,frc3707,frc4481,frc217,frc3538,frc1073,frc195,0
0,2019cmpmi_sf1m9,frc5401,frc346,frc548,frc111,frc2052,frc5050,0
0,2019cmptx_f1m1,frc3310,frc254,frc6986,frc1323,frc973,frc5026,0
0,2019cmptx_f1m2,frc3310,frc254,frc6986,frc1323,frc973,frc5026,1
0,2019cmptx_f1m3,frc3310,frc254,frc6986,frc1323,frc973,frc5026,1
0,2019cmptx_sf1m1,frc1678,frc3132,frc7179,frc3310,frc948,frc254,1
0,2019cmptx_sf1m10,frc2122,frc4192,frc2046,frc1678,frc1939,frc7179,1
0,2019cmptx_sf1m11,frc1323,frc5026,frc973,frc179,frc498,frc971,0
0,2019cmptx_sf1m12,frc6829,frc148,frc3847,frc3310,frc6986,frc254,1
0,2019cmptx_sf1m13,frc179,frc498,frc971,frc1678,frc1939,frc7179,1
0,2019cmptx_sf1m14,frc2122,frc6485,frc2046,frc3310,frc6986,frc254,1
0,2019cmptx_sf1m15,frc1323,frc5026,frc973,frc2907,frc148,frc3847,0
0,2019cmptx_sf1m2,frc179,frc498,frc971,frc2907,frc148,frc3847,0
0,2019cmptx_sf1m3,frc2122,frc4192,frc2046,frc1323,frc5026,frc973,1
0,2019cmptx_sf1m4,frc1678,frc3132,frc7179,frc6829,frc148,frc3847,1
0,2019cmptx_sf1m5,frc3310,frc948,frc254,frc1323,frc5026,frc973,0
0,2019cmptx_sf1m6,frc179,frc498,frc971,frc2122,frc4192,frc2046,0
0,2019cmptx_sf1m7,frc1678,frc1939,frc7179,frc1323,frc5026,frc973,1
0,2019cmptx_sf1m8,frc2907,frc148,frc3847,frc2122,frc4192,frc2046,1
0,2019cmptx_sf1m9,frc3310,frc6986,frc254,frc179,frc498,frc971,0
0,2019cur_f1m1,frc3538,frc1073,frc195,frc987,frc1756,frc2767,0
0,2019cur_f1m2,frc3538,frc1073,frc195,frc987,frc2767,frc2607,0
0,2019cur_qf1m1,frc2056,frc4296,frc1114,frc3339,frc2834,frc4028,0
0,2019cur_qf1m2,frc2056,frc107,frc1114,frc2834,frc3339,frc4028,0
0,2019cur_qf2m1,frc3538,frc1073,frc195,frc2851,frc967,frc1023,0
0,2019cur_qf2m2,frc3538,frc1073,frc195,frc2851,frc5509,frc1023,0
0,2019cur_qf3m1,frc987,frc1756,frc2767,frc1807,frc1519,frc401,0
0,2019cur_qf3m2,frc987,frc1756,frc2767,frc1807,frc1519,frc401,0
0,2019cur_qf4m1,frc78,frc1241,frc177,frc1684,frc1501,frc20,0
0,2019cur_qf4m2,frc78,frc1241,frc1610,frc1684,frc1501,frc20,0
0,2019cur_qm1,frc7598,frc126,frc4028,frc56,frc5672,frc3339,0
0,2019cur_qm10,frc1684,frc3655,frc193,frc329,frc494,frc5914,1
0,2019cur_qm100,frc279,frc2607,frc2851,frc126,frc1360,frc6090,0
0,2019cur_qm101,frc230,frc48,frc4285,frc7590,frc1241,frc1023,1
0,2019cur_qm102,frc1073,frc5987,frc78,frc1807,frc2056,frc1114,1
0,2019cur_qm103,frc11,frc7598,frc3654,frc1684,frc303,frc7553,1
0,2019cur_qm104,frc3102,frc4213,frc4028,frc2834,frc173,frc7539,1
0,2019cur_qm105,frc237,frc193,frc20,frc967,frc1360,frc107,0
0,2019cur_qm106,frc177,frc3339,frc226,frc5914,frc401,frc2998,0
0,2019cur_qm107,frc126,frc5987,frc3211,frc3538,frc5847,frc5509,1
0,2019cur_qm108,frc1610,frc7515,frc78,frc329,frc230,frc1501,0
0,2019cur_qm109,frc1756,frc987,frc5672,frc4285,frc3655,frc2056,1
0,2019cur_qm11,frc3656,frc2056,frc3102,frc1360,frc401,frc1501,0
0,2019cur_qm110,frc302,frc5530,frc1023,frc2851,frc1073,frc2224,0
0,2019cur_qm111,frc1114,frc5865,frc314,frc195,frc1241,frc1519,1
0,2019cur_qm112,frc494,frc279,frc1807,frc7886,frc7039,frc7590,0
0,2019cur_qm113,frc461,frc2767,frc2607,frc48,frc4296,frc56,0
0,2019cur_qm114,frc3656,frc2834,frc107,frc6090,frc1610,frc7598,0
0,2019cur_qm12,frc1023,frc5987,frc7539,frc7039,frc226,frc5865,0
0,2019cur_qm13,frc7515,frc237,frc1756,frc5847,frc2224,frc2607,0
0,2019cur_qm14,frc107,frc279,frc314,frc5672,frc3654,frc5530,0
0,2019cur_qm15,frc6090,frc4296,frc173,frc2998,frc3538,frc11,1
0,2019cur_qm16,frc1360,frc7553,frc494,frc1114,frc329,frc1241,1
0,2019cur_qm17,frc1807,frc193,frc1023,frc2767,frc2834,frc1684,1
0,2019cur_qm18,frc1073,frc5509,frc7039,frc4285,frc7598,frc1501,0
0,2019cur_qm19,frc1610,frc7886,frc56,frc303,frc78,frc3102,1
0,2019cur_qm2,frc3538,frc1114,frc2834,frc7515,frc7590,frc302,0
0,2019cur_qm20,frc302,frc3656,frc177,frc3655,frc20,frc126,0
0,2019cur_qm21,frc2056,frc1519,frc2851,frc4028,frc967,frc48,0
0,2019cur_qm22,frc461,frc4213,frc230,frc401,frc3339,frc987,0
0,2019cur_qm23,frc1360,frc7590,frc5914,frc3211,frc195,frc2767,1
0,2019cur_qm24,frc193,frc1241,frc2834,frc226,frc7598,frc3538,1
0,2019cur_qm25,frc7539,frc7039,frc107,frc314,frc1610,frc126,1
0,2019cur_qm26,frc329,frc48,frc303,frc1756,frc5987,frc173,0
0,2019cur_qm27,frc6090,frc1114,frc2998,frc987,frc3102,frc5530,0
0,2019cur_qm28,frc3654,frc1501,frc1807,frc967,frc461,frc3655,0
0,2019cur_qm29,frc11,frc4296,frc3656,frc1023,frc7515,frc5672,0
0,2019cur_qm3,frc987,frc173,frc3211,frc1241,frc1807,frc20,1
0,2019cur_qm30,frc2607,frc7553,frc195,frc5509,frc177,frc279,0
0,2019cur_qm31,frc7590,frc2851,frc401,frc1073,frc56,frc1684,0
0,2019cur_qm32,frc4213,frc20,frc5914,frc2056,frc7886,frc2224,0
0,2019cur_qm33,frc3339,frc1519,frc302,frc78,frc3211,frc237,1
0,2019cur_qm34,frc4028,frc5847,frc230,frc5865,frc4285,frc494,0
0,2019cur_qm35,frc329,frc967,frc1023,frc7598,frc3102,frc2607,0
0,2019cur_qm36,frc1610,frc7553,frc193,frc314,frc1756,frc7590,0
0,2019cur_qm37,frc126,frc3654,frc7886,frc401,frc2767,frc11,1
0,2019cur_qm38,frc303,frc279,frc7539,frc3211,frc3656,frc7515,1
0,2019cur_qm39,frc5509,frc1807,frc5865,frc237,frc1360,frc2998,1
0,2019cur_qm4,frc7886,frc5509,frc226,frc5530,frc48,frc314,0
0,2019cur_qm40,frc195,frc3538,frc3339,frc4285,frc20,frc2851,0
0,2019cur_qm41,frc107,frc5847,frc1501,frc48,frc1114,frc987,1
0,2019cur_qm42,frc1241,frc302,frc4296,frc1684,frc4028,frc5987,0
0,2019cur_qm43,frc78,frc2056,frc2834,frc494,frc5530,frc177,0
0,2019cur_qm44,frc7039,frc5672,frc5914,frc6090,frc461,frc1519,1
0,2019cur_qm45,frc2224,frc3655,frc230,frc56,frc173,frc226,1
0,2019cur_qm46,frc4213,frc195,frc7515,frc1073,frc193,frc126,1
0,2019cur_qm47,frc7886,frc1684,frc987,frc1610,frc5865,frc967,0
0,2019cur_qm48,frc3211,frc494,frc48,frc3102,frc2998,frc3654,0
0,2019cur_qm49,frc7598,frc177,frc7039,frc4296,frc2851,frc1114,1
0,2019cur_qm5,frc2998,frc1610,frc279,frc5987,frc2224,frc461,0
0,2019cur_qm50,frc1241,frc56,frc2224,frc1501,frc6090,frc3339,1
0,2019cur_qm51,frc7553,frc4285,frc5987,frc5530,frc461,frc3656,1
0,2019cur_qm52,frc1756,frc1519,frc1073,frc230,frc7539,frc1360,0
0,2019cur_qm53,frc173,frc11,frc7590,frc2056,frc107,frc5509,1
0,2019cur_qm54,frc5847,frc329,frc4213,frc226,frc302,frc2767,1
0,2019cur_qm55,frc5914,frc314,frc3538,frc2607,frc78,frc1807,1
0,2019cur_qm56,frc3655,frc4028,frc401,frc279,frc1023,frc237,1
0,2019cur_qm57,frc5672,frc2998,frc303,frc2834,frc7039,frc20,1
0,2019cur_qm58,frc11,frc177,frc2224,frc193,frc230,frc3102,1
0,2019cur_qm59,frc5530,frc967,frc2767,frc7539,frc1610,frc1241,0
0,2019cur_qm6,frc5865,frc1756,frc177,frc3654,frc2767,frc6090,1
0,2019cur_qm60,frc3654,frc3339,frc4213,frc5987,frc7590,frc2607,0
0,2019cur_qm61,frc48,frc78,frc401,frc7515,frc7598,frc3655,0
0,2019cur_qm62,frc314,frc1360,frc2056,frc4296,frc2834,frc5847,0
0,2019cur_qm63,frc226,frc1501,frc5672,frc2851,frc1807,frc195,1
0,2019cur_qm64,frc126,frc1684,frc237,frc1114,frc4285,frc173,1
0,2019cur_qm65,frc987,frc3656,frc279,frc1519,frc3538,frc329,1
0,2019cur_qm66,frc7886,frc1073,frc6090,frc7553,frc3211,frc4028,1
0,2019cur_qm67,frc56,frc5865,frc303,frc302,frc5914,frc107,1
0,2019cur_qm68,frc1756,frc494,frc5509,frc20,frc1023,frc461,1
0,2019cur_qm69,frc1241,frc2607,frc5530,frc7039,frc401,frc5847,0
0,2019cur_qm7,frc78,frc2851,frc7553,frc237,frc7539,frc5847,0
0,2019cur_qm70,frc2767,frc237,frc5987,frc230,frc5672,frc7598,0
0,2019cur_qm71,frc3339,frc7515,frc1360,frc173,frc177,frc7886,0
0,2019cur_qm72,frc987,frc5914,frc2834,frc3654,frc1073,frc7553,0
0,2019cur_qm73,frc2056,frc6090,frc7539,frc193,frc302,frc461,0
0,2019cur_qm74,frc1519,frc303,frc1114,frc3655,frc2851,frc5509,0
0,2019cur_qm75,frc2224,frc2998,frc5865,frc78,frc7590,frc3656,0
0,2019cur_qm76,frc107,frc226,frc20,frc3102,frc279,frc4296,0
0,2019cur_qm77,frc967,frc56,frc4285,frc3211,frc314,frc329,0
0,2019cur_qm78,frc4028,frc195,frc1610,frc1807,frc11,frc48,0
0,2019cur_qm79,frc1501,frc494,frc1684,frc4213,frc3538,frc1756,1
0,2019cur_qm8,frc107,frc1519,frc11,frc4213,frc2607,frc4285,0
0,2019cur_qm80,frc2998,frc126,frc1241,frc1023,frc303,frc2056,1
0,2019cur_qm81,frc173,frc3654,frc193,frc2851,frc5847,frc3656,1
0,2019cur_qm82,frc3655,frc3102,frc1073,frc3339,frc314,frc2767,1
0,2019cur_qm83,frc4285,frc329,frc1807,frc7539,frc2224,frc401,0
0,2019cur_qm84,frc56,frc237,frc195,frc494,frc987,frc7039,1
0,2019cur_qm85,frc7590,frc1501,frc4296,frc5530,frc126,frc1519,1
0,2019cur_qm86,frc5987,frc5509,frc967,frc5914,frc6090,frc7515,0
0,2019cur_qm87,frc3538,frc1023,frc3211,frc177,frc107,frc1610,1
0,2019cur_qm88,frc20,frc48,frc5672,frc7553,frc4213,frc5865,0
0,2019cur_qm89,frc461,frc1684,frc1360,frc4028,frc226,frc78,1
0,2019cur_qm9,frc303,frc967,frc4296,frc195,frc230,frc1073,1
0,2019cur_qm90,frc2834,frc7598,frc302,frc2607,frc230,frc7886,1
