preChamps,match_key,r1,r2,r3,b1,b2,b3,winner
1,2019ksla_qm60,frc1825,frc5013,frc7785,frc4400,frc1710,frc3160,1
1,2019ksla_qm61,frc935,frc2457,frc1827,frc4786,frc3284,frc1108,0
1,2019ksla_qm62,frc1994,frc6907,frc1997,frc1987,frc5141,frc1986,1
1,2019ksla_qm63,frc5801,frc938,frc1825,frc5126,frc6359,frc3184,0
1,2019ksla_qm64,frc2560,frc4522,frc7785,frc2001,frc2345,frc4400,0
1,2019ksla_qm65,frc5013,frc6940,frc1710,frc6941,frc2220,frc1764,0
1,2019ksla_qm66,frc5082,frc6424,frc7513,frc1730,frc3160,frc3465,1
1,2019ksla_qm67,frc1997,frc1108,frc938,frc1825,frc4786,frc1987,1
1,2019ksla_qm68,frc2001,frc3184,frc4522,frc1827,frc6941,frc7785,1
1,2019ksla_qm69,frc6940,frc3465,frc2345,frc5141,frc2560,frc1730,1
1,2019ksla_qm7,frc1710,frc1987,frc7785,frc1108,frc2457,frc6940,1
1,2019ksla_qm70,frc2220,frc5126,frc5082,frc6424,frc935,frc5013,1
1,2019ksla_qm71,frc4400,frc1994,frc6359,frc3284,frc1710,frc2457,1
1,2019ksla_qm72,frc1764,frc3160,frc7513,frc5801,frc1986,frc6907,1
1,2019ksla_qm8,frc3160,frc3284,frc1827,frc7513,frc1994,frc938,0
1,2019ksla_qm9,frc5141,frc4522,frc5126,frc2001,frc5082,frc1986,0
1,2019ksla_sf1m1,frc1986,frc5801,frc1827,frc6907,frc935,frc5126,1
1,2019ksla_sf1m2,frc1986,frc5801,frc1827,frc6907,frc935,frc5126,1
1,2019ksla_sf2m1,frc4522,frc1730,frc2560,frc6940,frc1825,frc1710,0
1,2019ksla_sf2m2,frc4522,frc1730,frc2560,frc6940,frc1825,frc1710,0
1,2019lake_f1m1,frc1421,frc364,frc3991,frc3039,frc2992,frc3946,0
1,2019lake_f1m2,frc1421,frc364,frc3991,frc3039,frc2992,frc3946,0
1,2019lake_qf1m1,frc1421,frc364,frc3991,frc6025,frc6068,frc1912,0
1,2019lake_qf1m2,frc1421,frc364,frc3991,frc6025,frc6068,frc1912,0
1,2019lake_qf2m1,frc3937,frc281,frc5997,frc4087,frc2283,frc4013,0
1,2019lake_qf2m2,frc3937,frc281,frc5997,frc4087,frc2283,frc4013,0
1,2019lake_qf3m1,frc4336,frc456,frc3606,frc6419,frc3616,frc1369,0
1,2019lake_qf3m2,frc4336,frc456,frc3606,frc6419,frc3616,frc1369,0
1,2019lake_qf4m1,frc3039,frc2992,frc3946,frc2080,frc5965,frc1818,1
1,2019lake_qf4m2,frc3039,frc2992,frc3946,frc2080,frc5965,frc1818,0
1,2019lake_qf4m3,frc3039,frc2992,frc3946,frc2080,frc5965,frc1818,0
1,2019lake_qm1,frc3937,frc6923,frc6677,frc4978,frc5965,frc1421,1
1,2019lake_qm10,frc7661,frc3468,frc7874,frc456,frc3616,frc3337,1
1,2019lake_qm11,frc1369,frc3946,frc6025,frc6923,frc7316,frc7562,0
1,2019lake_qm12,frc5785,frc1421,frc2992,frc7648,frc3039,frc5168,0
1,2019lake_qm13,frc4336,frc5997,frc3753,frc7836,frc7474,frc1927,0
1,2019lake_qm14,frc3606,frc4087,frc7834,frc6677,frc2221,frc7331,0
1,2019lake_qm15,frc281,frc6419,frc7412,frc3937,frc5971,frc5863,0
1,2019lake_qm16,frc2283,frc4013,frc1818,frc2080,frc3468,frc6068,0
1,2019lake_qm17,frc945,frc7661,frc456,frc5965,frc3991,frc590,0
1,2019lake_qm18,frc5412,frc7094,frc3616,frc4107,frc7288,frc2183,0
1,2019lake_qm19,frc7899,frc1912,frc364,frc2078,frc4978,frc3337,0
1,2019lake_qm2,frc2080,frc7648,frc3606,frc7288,frc7474,frc6489,0
1,2019lake_qm20,frc6489,frc3966,frc6677,frc7275,frc3039,frc6103,1
1,2019lake_qm21,frc3946,frc1818,frc5168,frc7474,frc4013,frc5971,0
1,2019lake_qm22,frc3753,frc281,frc2080,frc4336,frc6025,frc5965,1
1,2019lake_qm23,frc945,frc7836,frc2992,frc3606,frc3468,frc6923,0
1,2019lake_qm24,frc456,frc7094,frc2183,frc364,frc7834,frc7316,1
1,2019lake_qm25,frc3937,frc4978,frc590,frc6489,frc4087,frc6068,1
1,2019lake_qm26,frc7562,frc7331,frc1912,frc3616,frc6419,frc5785,1
1,2019lake_qm27,frc2283,frc3337,frc3991,frc5412,frc1369,frc6103,0
1,2019lake_qm28,frc7899,frc7874,frc4107,frc5997,frc7661,frc2221,1
1,2019lake_qm29,frc7288,frc1421,frc2078,frc7412,frc3966,frc7275,0
1,2019lake_qm3,frc281,frc7331,frc2992,frc364,frc2283,frc1369,1
1,2019lake_qm30,frc6677,frc2183,frc7648,frc1927,frc5863,frc3468,0
1,2019lake_qm31,frc6489,frc3937,frc7316,frc945,frc1912,frc1818,1
1,2019lake_qm32,frc5965,frc6419,frc7836,frc7834,frc4013,frc4978,0
1,2019lake_qm33,frc1369,frc2080,frc7474,frc3616,frc7899,frc3039,1
1,2019lake_qm34,frc2992,frc3946,frc5971,frc2078,frc4336,frc5412,0
1,2019lake_qm35,frc6923,frc7275,frc281,frc7094,frc5785,frc7661,1
1,2019lake_qm36,frc1421,frc4107,frc5997,frc5863,frc3606,frc590,0
1,2019lake_qm37,frc7562,frc364,frc7874,frc4087,frc3753,frc7288,0
1,2019lake_qm38,frc6103,frc6068,frc3991,frc7331,frc7412,frc1927,0
1,2019lake_qm39,frc5168,frc456,frc2221,frc6025,frc7648,frc3337,0
1,2019lake_qm4,frc6068,frc5863,frc3946,frc7899,frc5785,frc7836,0
1,2019lake_qm40,frc2283,frc6923,frc7834,frc3966,frc7474,frc1912,0
1,2019lake_qm41,frc5997,frc7275,frc7094,frc3946,frc2080,frc5965,1
1,2019lake_qm42,frc7316,frc4978,frc3616,frc4013,frc2992,frc5863,1
1,2019lake_qm43,frc7412,frc5785,frc5412,frc3468,frc6489,frc364,1
1,2019lake_qm44,frc7661,frc7648,frc6103,frc4087,frc1818,frc6419,1
1,2019lake_qm45,frc3606,frc1927,frc3039,frc456,frc2078,frc2283,1
1,2019lake_qm46,frc590,frc5971,frc945,frc7288,frc6677,frc7899,1
1,2019lake_qm47,frc2221,frc3337,frc3966,frc7836,frc7562,frc3991,1
1,2019lake_qm48,frc2183,frc7874,frc3753,frc6068,frc281,frc1421,1
1,2019lake_qm49,frc4107,frc6025,frc3937,frc4336,frc7331,frc1369,0
1,2019lake_qm5,frc6025,frc2078,frc7562,frc7874,frc590,frc7834,0
1,2019lake_qm50,frc5168,frc7316,frc3606,frc3039,frc5412,frc7661,1
1,2019lake_qm51,frc1927,frc3616,frc6489,frc7834,frc7899,frc3946,0
1,2019lake_qm52,frc7474,frc2221,frc7562,frc2992,frc5965,frc7412,1
1,2019lake_qm53,frc5863,frc2183,frc4087,frc3337,frc2080,frc945,1
1,2019lake_qm54,frc3966,frc2283,frc3937,frc5785,frc4013,frc3753,0
1,2019lake_qm55,frc7094,frc6103,frc6025,frc1421,frc5971,frc7836,1
1,2019lake_qm56,frc590,frc4107,frc7331,frc7275,frc7874,frc5168,0
1,2019lake_qm57,frc1369,frc6677,frc2078,frc7648,frc5997,frc1818,1
1,2019lake_qm58,frc1912,frc7288,frc4978,frc3468,frc3991,frc281,1
1,2019lake_qm59,frc6068,frc4336,frc6419,frc6923,frc456,frc364,1
1,2019lake_qm6,frc4087,frc5168,frc4336,frc7094,frc7316,frc7412,0
1,2019lake_qm60,frc3946,frc7836,frc2183,frc2992,frc3937,frc4087,1
1,2019lake_qm61,frc5785,frc7834,frc7474,frc6103,frc945,frc4107,1
1,2019lake_qm62,frc2080,frc7661,frc1421,frc5971,frc7562,frc1927,0
1,2019lake_qm63,frc5412,frc3753,frc7316,frc7648,frc281,frc7899,0
1,2019lake_qm64,frc1818,frc5965,frc3966,frc7874,frc3606,frc4336,1
1,2019lake_qm65,frc7331,frc3337,frc4013,frc2078,frc6489,frc6923,1
1,2019lake_qm66,frc7275,frc6025,frc6677,frc1912,frc3616,frc6068,1
1,2019lake_qm67,frc3991,frc364,frc7288,frc5863,frc5168,frc2283,0
1,2019lake_qm68,frc3468,frc590,frc6419,frc2221,frc7094,frc3039,1
1,2019lake_qm69,frc7412,frc456,frc4978,frc5997,frc1369,frc5785,0
1,2019lake_qm7,frc1818,frc3039,frc5971,frc3753,frc3991,frc4107,0
1,2019lake_qm70,frc7474,frc7899,frc7661,frc2183,frc7331,frc3966,1
1,2019lake_qm71,frc281,frc6489,frc5965,frc4107,frc1927,frc4087,0
1,2019lake_qm72,frc4013,frc4336,frc6923,frc3991,frc7874,frc7648,0
1,2019lake_qm73,frc3337,frc2992,frc1912,frc3753,frc590,frc7094,0
1,2019lake_qm74,frc3616,frc6103,frc3468,frc5997,frc5168,frc3937,1
1,2019lake_qm75,frc3039,frc945,frc6025,frc4978,frc364,frc3946,0
1,2019lake_qm76,frc5863,frc5412,frc7275,frc1818,frc7562,frc456,1
1,2019lake_qm77,frc7834,frc1369,frc6068,frc5971,frc7288,frc3606,0
1,2019lake_qm78,frc7836,frc7412,frc2221,frc6677,frc2283,frc2080,1
1,2019lake_qm79,frc7316,frc1421,frc3468,frc6419,frc2078,frc7474,0
1,2019lake_qm8,frc6419,frc1927,frc5997,frc3966,frc5412,frc945,0
1,2019lake_qm80,frc364,frc3966,frc7648,frc3946,frc4107,frc3616,0
1,2019lake_qm81,frc4978,frc7562,frc4336,frc5168,frc2183,frc6103,0
1,2019lake_qm82,frc3039,frc5997,frc7288,frc3337,frc4087,frc6923,1
1,2019lake_qm83,frc5965,frc1912,frc7094,frc7331,frc6068,frc5412,1
1,2019lake_qm84,frc4013,frc281,frc456,frc1421,frc945,frc6677,0
1,2019lake_qm85,frc3991,frc7834,frc2078,frc5785,frc3937,frc2080,1
1,2019lake_qm86,frc1927,frc1818,frc7899,frc6025,frc2992,frc6419,1
1,2019lake_qm87,frc5971,frc7275,frc7316,frc7874,frc7836,frc2283,0
1,2019lake_qm88,frc2221,frc5863,frc6489,frc7661,frc3753,frc1369,1
1,2019lake_qm89,frc3606,frc7412,frc4013,frc590,frc3946,frc281,1
1,2019lake_qm9,frc6103,frc2221,frc4013,frc2183,frc1912,frc7275,1
1,2019lake_sf1m1,frc1421,frc364,frc3991,frc3937,frc281,frc5997,0
1,2019lake_sf1m2,frc1421,frc364,frc3991,frc3937,frc281,frc5997,0
1,2019lake_sf2m1,frc4336,frc456,frc3606,frc3039,frc2992,frc3946,1
1,2019lake_sf2m2,frc4336,frc456,frc3606,frc3039,frc2992,frc3946,1
1,2019mabos_f1m1,frc125,frc5687,frc1307,frc1768,frc4909,frc6763,0
1,2019mabos_f1m2,frc125,frc5687,frc1307,frc1768,frc4909,frc6763,0
1,2019mabos_qf1m1,frc125,frc5687,frc1307,frc7795,frc3597,frc246,0
1,2019mabos_qf1m2,frc125,frc5687,frc1307,frc7795,frc3597,frc246,0
1,2019mabos_qf2m1,frc1761,frc4311,frc348,frc2423,frc5752,frc5563,0
1,2019mabos_qf2m2,frc1761,frc4311,frc348,frc2423,frc5752,frc5563,0
1,2019mabos_qf3m1,frc1768,frc4909,frc6763,frc1721,frc97,frc5556,0
1,2019mabos_qf3m2,frc1768,frc4909,frc6763,frc1721,frc97,frc5556,0
1,2019mabos_qf4m1,frc5735,frc1474,frc467,frc6367,frc6201,frc6301,1
1,2019mabos_qf4m2,frc5735,frc1474,frc467,frc6367,frc6201,frc6301,0
1,2019mabos_qf4m3,frc5735,frc1474,frc467,frc6367,frc6201,frc6301,1
1,2019mabos_qm1,frc3597,frc7822,frc97,frc125,frc5687,frc5735,1
1,2019mabos_qm10,frc3597,frc5752,frc348,frc6201,frc97,frc4311,1
1,2019mabos_qm11,frc125,frc1474,frc467,frc1307,frc7822,frc2423,0
1,2019mabos_qm12,frc6201,frc6301,frc1721,frc6529,frc1768,frc1761,0
1,2019mabos_qm13,frc5735,frc5556,frc7795,frc4909,frc7266,frc5563,1
1,2019mabos_qm14,frc6367,frc5491,frc6763,frc246,frc5687,frc3597,1
1,2019mabos_qm15,frc7795,frc467,frc2423,frc1761,frc5752,frc97,1
1,2019mabos_qm16,frc6529,frc7822,frc4311,frc5735,frc1721,frc6367,0
1,2019mabos_qm17,frc4909,frc125,frc246,frc5556,frc6201,frc5687,1
1,2019mabos_qm18,frc7266,frc5491,frc3597,frc1474,frc1307,frc1768,1
1,2019mabos_qm19,frc6763,frc5563,frc6201,frc348,frc6301,frc7822,0
1,2019mabos_qm2,frc5563,frc1721,frc5491,frc467,frc1307,frc6763,0
1,2019mabos_qm20,frc5556,frc4311,frc125,frc4909,frc1721,frc1768,1
1,2019mabos_qm21,frc5735,frc5491,frc2423,frc97,frc246,frc348,0
1,2019mabos_qm22,frc467,frc1474,frc3597,frc6529,frc5687,frc5563,0
1,2019mabos_qm23,frc1761,frc6301,frc1307,frc7266,frc7795,frc5752,0
1,2019mabos_qm24,frc6763,frc6529,frc5556,frc6367,frc6201,frc5735,1
1,2019mabos_qm25,frc4909,frc97,frc467,frc1307,frc6301,frc5491,0
1,2019mabos_qm26,frc5687,frc1474,frc4311,frc2423,frc5563,frc5752,0
1,2019mabos_qm27,frc1768,frc348,frc6763,frc7822,frc6367,frc7266,0
1,2019mabos_qm28,frc246,frc1761,frc7795,frc1721,frc3597,frc125,1
1,2019mabos_qm29,frc5556,frc4909,frc5752,frc6301,frc1768,frc7266,0
1,2019mabos_qm3,frc7795,frc6529,frc6301,frc246,frc2423,frc1474,1
1,2019mabos_qm30,frc1474,frc5563,frc5491,frc7795,frc6763,frc6201,1
1,2019mabos_qm31,frc467,frc6367,frc1761,frc1721,frc4311,frc246,1
1,2019mabos_qm32,frc5687,frc1307,frc97,frc348,frc125,frc6529,0
1,2019mabos_qm33,frc7822,frc5735,frc4909,frc2423,frc3597,frc6201,0
1,2019mabos_qm34,frc1761,frc125,frc7266,frc5491,frc467,frc6529,0
1,2019mabos_qm35,frc5563,frc246,frc1768,frc97,frc2423,frc6367,0
1,2019mabos_qm36,frc6301,frc5735,frc3597,frc1721,frc7795,frc1474,1
1,2019mabos_qm37,frc7822,frc348,frc5556,frc5687,frc5752,frc6763,1
1,2019mabos_qm38,frc246,frc6201,frc1307,frc4311,frc6301,frc125,1
1,2019mabos_qm39,frc1768,frc3597,frc5556,frc6763,frc467,frc7822,0
1,2019mabos_qm4,frc348,frc7266,frc6201,frc5556,frc1761,frc4311,1
1,2019mabos_qm40,frc1761,frc2423,frc1721,frc348,frc7795,frc5563,1
1,2019mabos_qm41,frc5491,frc4909,frc5687,frc1307,frc7266,frc5735,0
1,2019mabos_qm42,frc5752,frc4311,frc6367,frc97,frc1474,frc6529,0
1,2019mabos_qm43,frc5563,frc3597,frc1761,frc6301,frc5556,frc246,1
1,2019mabos_qm44,frc6201,frc7822,frc1768,frc1721,frc467,frc5687,1
1,2019mabos_qm45,frc4311,frc6763,frc7266,frc2423,frc6529,frc4909,1
1,2019mabos_qm46,frc1474,frc5752,frc5735,frc125,frc348,frc1307,0
1,2019mabos_qm47,frc7795,frc6367,frc6529,frc97,frc5491,frc5556,0
1,2019mabos_qm48,frc1307,frc1721,frc5752,frc3597,frc6763,frc2423,1
1,2019mabos_qm49,frc4311,frc5735,frc467,frc6201,frc1761,frc1474,1
1,2019mabos_qm5,frc6367,frc1768,frc5687,frc5752,frc4909,frc467,1
1,2019mabos_qm50,frc6301,frc5687,frc7795,frc5491,frc246,frc7822,0
1,2019mabos_qm51,frc5563,frc97,frc125,frc6367,frc4909,frc348,0
1,2019mabos_qm52,frc7266,frc6529,frc1721,frc1768,frc4311,frc7795,1
1,2019mabos_qm53,frc2423,frc5556,frc5687,frc1474,frc6763,frc6301,0
1,2019mabos_qm54,frc5752,frc125,frc7822,frc5491,frc348,frc1761,0
1,2019mabos_qm55,frc467,frc6201,frc7266,frc3597,frc6367,frc4909,1
1,2019mabos_qm56,frc1768,frc246,frc97,frc1307,frc5735,frc5563,0
1,2019mabos_qm6,frc6763,frc97,frc1721,frc7266,frc5556,frc1474,1
1,2019mabos_qm7,frc4311,frc2423,frc348,frc125,frc7795,frc5491,0
1,2019mabos_qm8,frc5752,frc1768,frc6301,frc7822,frc5563,frc6367,0
1,2019mabos_qm9,frc6529,frc1307,frc246,frc5735,frc1761,frc4909,1
1,2019mabos_sf1m1,frc125,frc5687,frc1307,frc1761,frc4311,frc348,0
1,2019mabos_sf1m2,frc125,frc5687,frc1307,frc1761,frc4311,frc348,0
1,2019mabos_sf2m1,frc1768,frc4909,frc6763,frc6367,frc6201,frc6301,0
1,2019mabos_sf2m2,frc1768,frc4909,frc6763,frc6367,frc6201,frc6301,0
1,2019mabri_f1m1,frc2168,frc78,frc2523,frc88,frc69,frc5813,0
1,2019mabri_f1m2,frc2168,frc78,frc2523,frc88,frc69,frc5813,0
1,2019mabri_qf1m1,frc2168,frc78,frc2523,frc6224,frc4151,frc23,0
1,2019mabri_qf1m2,frc2168,frc78,frc2523,frc6224,frc4151,frc23,0
1,2019mabri_qf2m1,frc2877,frc3236,frc3205,frc125,frc5846,frc1100,0
1,2019mabri_qf2m2,frc2877,frc3236,frc3205,frc125,frc5846,frc1100,0
1,2019mabri_qf3m1,frc58,frc1153,frc4169,frc4176,frc173,frc121,0
1,2019mabri_qf3m2,frc58,frc1153,frc4169,frc4176,frc173,frc121,0
1,2019mabri_qf4m1,frc88,frc69,frc5813,frc3566,frc172,frc5112,0
1,2019mabri_qf4m2,frc88,frc69,frc5813,frc3566,frc172,frc5112,0
1,2019mabri_qm1,frc6731,frc125,frc88,frc6333,frc5813,frc3205,0
1,2019mabri_qm10,frc2523,frc5000,frc2079,frc3236,frc6763,frc3566,1
1,2019mabri_qm11,frc6201,frc4048,frc5846,frc246,frc2877,frc121,0
1,2019mabri_qm12,frc172,frc6333,frc6529,frc97,frc5813,frc1100,1
1,2019mabri_qm13,frc4176,frc23,frc69,frc3205,frc3236,frc4151,0
1,2019mabri_qm14,frc2523,frc6224,frc6731,frc2877,frc125,frc4048,1
1,2019mabri_qm15,frc1965,frc5422,frc5813,frc5000,frc88,frc5112,1
1,2019mabri_qm16,frc6301,frc121,frc3205,frc4151,frc58,frc6529,1
1,2019mabri_qm17,frc6763,frc78,frc23,frc1153,frc6333,frc2168,0
1,2019mabri_qm18,frc4176,frc6201,frc1786,frc5846,frc3566,frc4169,1
1,2019mabri_qm19,frc2079,frc172,frc1100,frc246,frc173,frc97,1
1,2019mabri_qm2,frc4169,frc69,frc2168,frc2523,frc6301,frc23,0
1,2019mabri_qm20,frc23,frc6529,frc5000,frc6333,frc2523,frc88,1
1,2019mabri_qm21,frc3205,frc1965,frc3566,frc5813,frc1786,frc1153,0
1,2019mabri_qm22,frc6301,frc2079,frc4169,frc5846,frc2168,frc246,1
1,2019mabri_qm23,frc6224,frc4176,frc2877,frc121,frc1100,frc69,1
1,2019mabri_qm24,frc5112,frc3236,frc78,frc5422,frc6731,frc173,0
1,2019mabri_qm25,frc4151,frc172,frc125,frc6763,frc97,frc6201,0
1,2019mabri_qm26,frc6333,frc6301,frc58,frc69,frc4048,frc1786,0
1,2019mabri_qm27,frc121,frc2079,frc4176,frc78,frc1153,frc88,1
1,2019mabri_qm28,frc125,frc5000,frc3566,frc5846,frc5112,frc97,0
1,2019mabri_qm29,frc173,frc6201,frc4151,frc1965,frc6763,frc1100,1
1,2019mabri_qm3,frc2877,frc4151,frc5846,frc172,frc1965,frc5000,0
1,2019mabri_qm30,frc5422,frc2523,frc3205,frc4048,frc172,frc6224,1
1,2019mabri_qm31,frc246,frc3236,frc6731,frc58,frc4169,frc23,0
1,2019mabri_qm32,frc5813,frc2168,frc6763,frc6529,frc2877,frc69,1
1,2019mabri_qm33,frc88,frc172,frc6301,frc6201,frc6224,frc5000,0
1,2019mabri_qm34,frc5846,frc1786,frc6731,frc4151,frc2523,frc1153,1
1,2019mabri_qm35,frc58,frc5813,frc5112,frc2079,frc4048,frc6529,0
1,2019mabri_qm36,frc1100,frc3205,frc4176,frc4169,frc246,frc78,1
1,2019mabri_qm37,frc3236,frc2168,frc1965,frc121,frc97,frc125,0
1,2019mabri_qm38,frc3566,frc23,frc173,frc5422,frc6333,frc2877,0
1,2019mabri_qm39,frc5813,frc78,frc6731,frc6301,frc5846,frc6224,0
1,2019mabri_qm4,frc1786,frc5112,frc246,frc6224,frc1153,frc121,1
1,2019mabri_qm40,frc4169,frc1153,frc4048,frc97,frc5000,frc3236,1
1,2019mabri_qm41,frc3566,frc1100,frc4151,frc58,frc2079,frc125,1
1,2019mabri_qm42,frc172,frc69,frc2523,frc1965,frc173,frc4176,0
1,2019mabri_qm43,frc6201,frc121,frc6333,frc3205,frc23,frc2168,1
1,2019mabri_qm44,frc1786,frc88,frc2877,frc246,frc5422,frc6763,0
1,2019mabri_qm45,frc6529,frc78,frc2523,frc5112,frc4151,frc2079,0
1,2019mabri_qm46,frc6731,frc3205,frc58,frc2168,frc6201,frc172,1
1,2019mabri_qm47,frc5000,frc2877,frc6763,frc4048,frc6301,frc4176,0
1,2019mabri_qm48,frc1153,frc5422,frc1100,frc5813,frc121,frc4169,1
1,2019mabri_qm49,frc173,frc69,frc5846,frc88,frc97,frc23,0
1,2019mabri_qm5,frc78,frc2079,frc97,frc58,frc4176,frc5422,0
1,2019mabri_qm50,frc3566,frc246,frc6333,frc1965,frc6529,frc6224,1
1,2019mabri_qm51,frc3236,frc1786,frc172,frc5112,frc125,frc6301,0
1,2019mabri_qm52,frc97,frc1153,frc58,frc6731,frc4169,frc2877,0
1,2019mabri_qm53,frc6763,frc5846,frc2523,frc1100,frc6224,frc6333,1
1,2019mabri_qm54,frc2079,frc3566,frc5422,frc69,frc3205,frc6201,0
1,2019mabri_qm55,frc6529,frc5112,frc173,frc2168,frc121,frc1786,1
1,2019mabri_qm56,frc88,frc1965,frc246,frc23,frc3236,frc125,1
1,2019mabri_qm57,frc5000,frc4048,frc5813,frc78,frc4176,frc4151,1
1,2019mabri_qm58,frc6301,frc6731,frc97,frc1786,frc2523,frc3566,1
1,2019mabri_qm59,frc6763,frc58,frc121,frc88,frc5422,frc5846,1
1,2019mabri_qm6,frc4048,frc173,frc3236,frc6201,frc1100,frc6529,0
1,2019mabri_qm60,frc1153,frc2877,frc1965,frc2079,frc3205,frc173,0
1,2019mabri_qm61,frc6224,frc4151,frc5813,frc3236,frc4169,frc6201,0
1,2019mabri_qm62,frc23,frc6333,frc4048,frc172,frc5112,frc4176,1
1,2019mabri_qm63,frc125,frc6529,frc246,frc69,frc78,frc5000,1
1,2019mabri_qm64,frc2168,frc97,frc5422,frc1100,frc58,frc2523,1
1,2019mabri_qm65,frc6763,frc1786,frc6224,frc5813,frc23,frc2079,1
1,2019mabri_qm66,frc121,frc88,frc3236,frc78,frc3566,frc172,0
1,2019mabri_qm67,frc125,frc69,frc6333,frc3205,frc4169,frc5112,1
1,2019mabri_qm68,frc4176,frc5846,frc1153,frc6731,frc6529,frc2168,0
1,2019mabri_qm69,frc1100,frc246,frc4048,frc4151,frc6301,frc1965,1
1,2019mabri_qm7,frc4169,frc88,frc6763,frc3566,frc6731,frc5112,0
1,2019mabri_qm70,frc2877,frc6201,frc58,frc173,frc5000,frc1786,1
1,2019mabri_qm71,frc97,frc6224,frc3205,frc6333,frc5846,frc3236,1
1,2019mabri_qm72,frc1153,frc246,frc6301,frc2523,frc125,frc5813,0
1,2019mabri_qm73,frc69,frc1965,frc2079,frc5000,frc6731,frc121,1
1,2019mabri_qm74,frc6529,frc4176,frc4169,frc173,frc6763,frc172,1
1,2019mabri_qm75,frc4048,frc4151,frc5422,frc2168,frc3566,frc88,1
1,2019mabri_qm76,frc23,frc5112,frc6201,frc2877,frc1100,frc78,1
1,2019mabri_qm8,frc6224,frc2168,frc78,frc1786,frc58,frc1965,0
1,2019mabri_qm9,frc125,frc173,frc1153,frc5422,frc69,frc6301,0
1,2019mabri_sf1m1,frc2168,frc78,frc2523,frc2877,frc3236,frc3205,0
1,2019mabri_sf1m2,frc2168,frc78,frc2523,frc2877,frc3236,frc3205,0
1,2019mabri_sf2m1,frc58,frc1153,frc4169,frc88,frc69,frc5813,1
1,2019mabri_sf2m2,frc58,frc1153,frc4169,frc88,frc69,frc5813,0
1,2019mabri_sf2m3,frc58,frc1153,frc4169,frc88,frc69,frc5813,1
1,2019macma_f1m1,frc125,frc78,frc6328,frc95,frc1100,frc3205,0
1,2019macma_f1m2,frc125,frc78,frc6328,frc95,frc1100,frc3205,0
1,2019macma_qf1m1,frc125,frc78,frc6328,frc126,frc157,frc138,0
1,2019macma_qf1m2,frc125,frc78,frc6328,frc126,frc157,frc138,1
1,2019macma_qf1m3,frc125,frc78,frc6328,frc126,frc157,frc138,0
1,2019macma_qf2m1,frc5813,frc190,frc7438,frc2877,frc1735,frc2262,0
1,2019macma_qf2m2,frc5813,frc190,frc7438,frc2877,frc1735,frc2262,0
1,2019macma_qf3m1,frc95,frc1100,frc3205,frc61,frc4048,frc3623,0
1,2019macma_qf3m2,frc95,frc1100,frc3205,frc61,frc4048,frc3623,0
1,2019macma_qf4m1,frc58,frc172,frc6620,frc88,frc2876,frc155,0
1,2019macma_qf4m2,frc58,frc172,frc6620,frc88,frc2876,frc155,1
1,2019macma_qf4m3,frc58,frc172,frc6620,frc88,frc2876,frc155,1
1,2019macma_qm1,frc3623,frc1735,frc2262,frc125,frc1786,frc3205,1
1,2019macma_qm10,frc7266,frc3323,frc5459,frc2877,frc2079,frc4987,1
1,2019macma_qm11,frc5422,frc172,frc4048,frc1786,frc4796,frc7438,0
1,2019macma_qm12,frc3623,frc6731,frc61,frc4908,frc1735,frc155,1
1,2019macma_qm13,frc78,frc6328,frc58,frc2713,frc88,frc2785,0
1,2019macma_qm14,frc1965,frc4987,frc7266,frc172,frc2876,frc3323,1
1,2019macma_qm15,frc4796,frc6731,frc157,frc5459,frc2262,frc190,1
1,2019macma_qm16,frc88,frc1100,frc61,frc3623,frc6620,frc126,0
1,2019macma_qm17,frc1289,frc6328,frc4908,frc78,frc2877,frc7438,1
1,2019macma_qm18,frc3205,frc5813,frc2079,frc4048,frc155,frc2785,0
1,2019macma_qm19,frc58,frc95,frc138,frc1735,frc2713,frc5422,0
1,2019macma_qm2,frc172,frc1100,frc5491,frc190,frc2079,frc5422,1
1,2019macma_qm20,frc7266,frc1786,frc6731,frc125,frc5491,frc6328,1
1,2019macma_qm21,frc2079,frc4796,frc172,frc88,frc6620,frc2262,1
1,2019macma_qm22,frc78,frc155,frc190,frc7438,frc138,frc5422,0
1,2019macma_qm23,frc4908,frc5491,frc2876,frc1735,frc1100,frc1289,1
1,2019macma_qm24,frc58,frc125,frc5459,frc3205,frc4048,frc157,0
1,2019macma_qm25,frc61,frc1965,frc2785,frc3323,frc5813,frc95,1
1,2019macma_qm26,frc126,frc2713,frc4987,frc2877,frc3623,frc1786,0
1,2019macma_qm27,frc78,frc5422,frc2876,frc6620,frc7266,frc58,0
1,2019macma_qm28,frc1289,frc5459,frc2785,frc1735,frc125,frc88,1
1,2019macma_qm29,frc2262,frc1965,frc4796,frc4908,frc1100,frc126,1
1,2019macma_qm3,frc157,frc1965,frc6620,frc2785,frc78,frc4987,1
1,2019macma_qm30,frc155,frc2079,frc95,frc6328,frc4987,frc157,1
1,2019macma_qm31,frc7438,frc2713,frc3205,frc1786,frc5491,frc61,1
1,2019macma_qm32,frc3323,frc138,frc3623,frc190,frc172,frc6731,1
1,2019macma_qm33,frc4048,frc5813,frc6328,frc2877,frc58,frc126,1
1,2019macma_qm34,frc5491,frc88,frc1965,frc157,frc155,frc61,1
1,2019macma_qm35,frc3323,frc1786,frc2262,frc6620,frc95,frc125,1
